id_ticket,priorita,componente,tipo,lunghezza_descrizione,commenti_24h,carico_assegnatario,esperienza_assegnatario_mesi,allegati,ore_risoluzione
T-01288,Media,Database,Bug,355,0,4,19,1,94.5
T-01289,Media,Documentazione,Domanda,331,3,6,36,0,6.1
T-01290,Media,Frontend,Richiesta,212,0,9,22,1,44.1
T-01291,Media,Infrastruttura,Bug,1505,4,7,44,0,29.7
T-01292,Media,Backend,Bug,1366,1,6,13,0,76.3
T-01293,Media,Mobile,Bug,860,2,7,64,1,34.4
T-01294,Media,Documentazione,Richiesta,350,1,8,22,1,20.3
T-01295,Media,Infrastruttura,Richiesta,1779,0,6,10,0,139.7
T-01296,Media,API,Bug,486,2,12,11,0,43.2
T-01297,Bassa,API,Bug,511,1,14,27,0,47.1
T-01298,Bassa,Frontend,Richiesta,1421,2,7,17,0,60.0
T-01299,Alta,API,Bug,891,4,13,8,0,37.4
T-01300,Media,Mobile,Richiesta,2248,5,7,8,0,62.6
T-01301,Bassa,Documentazione,Bug,697,2,4,32,0,37.3
T-01302,Media,Database,Richiesta,473,0,5,37,0,84.3
T-01303,Alta,Backend,Domanda,416,3,9,33,1,15.6
T-01304,Bassa,API,Bug,198,1,8,74,1,34.3
T-01305,Alta,Backend,Bug,508,6,5,41,0,17.0
T-01306,Critica,Backend,Bug,1192,6,5,19,1,17.4
T-01307,Media,Frontend,Richiesta,859,1,5,166,0,23.6
T-01308,Media,Mobile,Bug,607,2,7,15,0,78.2
T-01309,Bassa,Backend,Domanda,330,1,8,7,0,13.3
T-01310,Critica,Backend,Richiesta,687,2,6,49,1,13.9
T-01311,Media,Backend,Bug,1102,0,5,97,0,17.0
T-01312,Critica,Infrastruttura,Richiesta,777,2,10,56,0,24.2
T-01313,Media,API,Bug,663,1,7,26,1,43.5
T-01314,Bassa,Backend,Richiesta,372,2,3,16,1,124.0
T-01315,Bassa,Backend,Bug,1010,3,10,47,1,80.4
T-01316,Media,API,Richiesta,92,2,8,27,1,32.2
T-01317,Media,Frontend,Domanda,755,0,7,24,1,9.2
T-01318,Bassa,API,Richiesta,2805,0,10,78,0,87.9
T-01319,Alta,Frontend,Domanda,243,2,7,5,1,55.7
T-01320,Alta,Documentazione,Bug,519,2,5,40,0,14.6
T-01321,Media,Frontend,Richiesta,597,0,9,17,0,55.6
T-01322,Media,API,Richiesta,455,2,7,31,1,101.4
T-01323,Bassa,Backend,Richiesta,1117,1,8,14,0,91.1
T-01324,Alta,Documentazione,Bug,797,2,6,27,0,10.2
T-01325,Media,Documentazione,Bug,657,2,6,131,0,11.4
T-01326,Alta,Mobile,Richiesta,968,3,5,53,1,74.5
T-01327,Media,Database,Bug,606,1,7,47,1,65.7
T-01328,Media,Backend,Richiesta,4043,4,5,31,0,34.6
T-01329,Bassa,Infrastruttura,Richiesta,657,1,5,29,0,228.2
T-01330,Bassa,Mobile,Domanda,675,1,6,33,1,76.8
T-01331,Alta,Backend,Bug,215,2,9,43,0,17.0
T-01332,Media,Database,Domanda,433,1,6,53,0,12.8
T-01333,Media,Database,Bug,1194,3,4,105,0,59.2
T-01334,Critica,Infrastruttura,Bug,269,1,5,25,0,39.0
T-01335,Critica,API,Richiesta,164,3,7,76,0,15.8
T-01336,Alta,API,Bug,612,2,8,105,1,9.3
T-01337,Bassa,API,Bug,1366,1,9,56,0,116.1
T-01338,Media,Frontend,Bug,615,0,3,29,1,42.2
T-01339,Alta,Frontend,Bug,490,3,7,56,1,11.6
T-01340,Media,Backend,Richiesta,197,3,5,7,0,76.1
T-01341,Bassa,Mobile,Bug,787,2,7,94,1,82.2
T-01342,Alta,Frontend,Bug,892,2,10,60,0,41.0
T-01343,Media,Frontend,Richiesta,206,1,7,28,0,26.0
T-01344,Media,Backend,Bug,1185,1,4,26,0,52.9
T-01345,Critica,Backend,Richiesta,950,4,11,9,1,19.6
T-01346,Media,API,Domanda,1184,0,8,66,1,22.9
T-01347,Media,Backend,Richiesta,852,4,9,27,0,126.9
T-01348,Media,Backend,Domanda,888,3,11,99,1,9.0
T-01349,Media,Mobile,Bug,820,0,9,7,0,35.3
T-01350,Bassa,Frontend,Richiesta,1010,1,11,15,0,205.9
T-01351,Alta,Frontend,Bug,201,4,7,13,0,14.3
T-01352,Alta,Frontend,Bug,244,3,8,2,1,33.0
T-01353,Bassa,Infrastruttura,Richiesta,386,1,5,49,0,83.6
T-01354,Media,Frontend,Bug,555,1,6,11,0,37.4
T-01355,Alta,Mobile,Domanda,757,2,7,15,1,17.5
T-01356,Bassa,Documentazione,Richiesta,729,1,7,12,0,66.2
T-01357,Media,API,Domanda,1173,4,4,23,0,6.3
T-01358,Media,Frontend,Bug,1195,1,5,86,0,111.0
T-01359,Media,Mobile,Bug,355,2,5,43,0,36.6
T-01360,Bassa,Database,Richiesta,692,3,8,35,0,77.4
T-01361,Media,Frontend,Bug,361,1,4,31,0,31.5
T-01362,Media,Database,Bug,536,1,10,20,1,94.2
T-01363,Media,Frontend,Richiesta,728,2,6,20,1,92.0
T-01364,Bassa,Backend,Domanda,78,3,9,34,1,27.6
T-01365,Media,Frontend,Richiesta,2550,0,11,80,0,75.3
T-01366,Media,Backend,Bug,843,0,5,19,0,21.5
T-01367,Bassa,Frontend,Bug,420,2,5,61,0,51.2
T-01368,Bassa,API,Richiesta,1907,5,9,12,0,60.4
T-01369,Bassa,Documentazione,Bug,487,0,5,49,0,51.9
T-01370,Media,Backend,Bug,650,3,6,78,0,21.8
T-01371,Bassa,API,Bug,448,2,6,29,1,500.2
T-01372,Critica,Database,Bug,1617,4,5,20,1,16.5
T-01373,Media,Backend,Bug,563,2,9,49,0,32.5
T-01374,Alta,Backend,Bug,656,6,7,93,1,11.3
T-01375,Critica,Backend,Richiesta,1235,2,9,59,0,32.7
T-01376,Bassa,Backend,Bug,852,3,6,101,1,41.2
T-01377,Media,Frontend,Richiesta,581,2,8,31,0,75.2
T-01378,Alta,Frontend,Bug,1168,4,8,30,0,16.8
T-01379,Media,Database,Domanda,2752,1,11,8,0,42.0
T-01380,Media,Backend,Bug,726,0,10,19,0,58.6
T-01381,Media,Backend,Bug,644,1,7,28,1,51.9
T-01382,Bassa,Backend,Bug,665,2,6,30,0,43.1
T-01383,Media,Database,Bug,1317,2,11,48,1,118.1
T-01384,Critica,Frontend,Bug,419,8,6,21,0,6.3
T-01385,Critica,Database,Richiesta,508,8,13,22,1,37.0
T-01386,Bassa,Backend,Domanda,239,2,9,113,0,16.8
T-01387,Alta,Backend,Bug,295,6,10,2,1,28.9
T-01388,Media,Documentazione,Bug,440,0,8,3,1,22.5
T-01389,Alta,Backend,Richiesta,580,2,2,14,0,20.3
T-01390,Bassa,Backend,Richiesta,1734,2,10,3,0,205.5
T-01391,Critica,Backend,Bug,828,2,6,4,0,12.3
T-01392,Alta,Documentazione,Richiesta,347,1,8,23,1,37.5
T-01393,Bassa,API,Bug,388,3,5,39,1,53.4
T-01394,Bassa,API,Richiesta,1369,1,10,22,0,80.5
T-01395,Alta,Documentazione,Bug,1180,2,6,41,1,10.7
T-01396,Bassa,Backend,Bug,610,2,12,54,1,55.3
T-01397,Media,Documentazione,Bug,460,2,7,36,1,228.9
T-01398,Alta,Backend,Richiesta,1178,4,5,41,0,45.3
T-01399,Media,API,Bug,331,2,5,25,0,29.5
T-01400,Media,Frontend,Richiesta,759,4,4,21,1,54.2
T-01401,Media,Frontend,Richiesta,2346,2,12,3,1,109.5
T-01402,Bassa,Documentazione,Richiesta,679,0,1,55,0,57.7
T-01403,Critica,Backend,Bug,377,5,6,35,1,13.0
T-01404,Media,Documentazione,Bug,768,0,8,38,0,33.6
T-01405,Bassa,Frontend,Bug,453,1,9,8,1,68.9
T-01406,Bassa,API,Richiesta,260,2,9,15,1,75.6
T-01407,Critica,Documentazione,Domanda,914,2,4,24,1,3.9
T-01408,Bassa,Backend,Bug,1173,0,10,11,1,248.6
T-01409,Alta,Documentazione,Domanda,498,3,3,35,0,5.6
T-01410,Alta,API,Bug,478,2,8,34,0,44.4
T-01411,Alta,Mobile,Bug,337,1,10,32,1,32.5
T-01412,Critica,Backend,Bug,548,5,4,55,1,6.1
T-01413,Alta,Database,Richiesta,428,4,11,36,0,32.2
T-01414,Critica,API,Bug,327,5,8,74,1,16.6
T-01415,Bassa,Database,Bug,1867,0,15,37,0,88.1
T-01416,Alta,Backend,Richiesta,794,4,9,18,0,76.3
T-01417,Media,Backend,Bug,846,2,4,30,1,29.2
T-01418,Media,Infrastruttura,Bug,1019,0,4,1,1,196.9
T-01419,Alta,Backend,Bug,953,4,10,39,1,28.0
T-01420,Critica,Mobile,Bug,468,5,9,15,1,20.8
T-01421,Alta,Documentazione,Bug,707,2,6,33,0,33.6
T-01422,Media,Backend,Bug,511,3,6,17,0,31.4
T-01423,Media,Backend,Richiesta,781,1,5,11,1,63.1
T-01424,Media,API,Bug,737,0,7,89,0,26.2
T-01425,Media,Backend,Richiesta,477,2,4,17,0,32.9
T-01426,Media,API,Bug,270,2,15,15,0,42.7
T-01427,Bassa,API,Bug,655,1,9,50,0,54.9
T-01428,Bassa,API,Bug,531,0,5,23,0,36.9
T-01429,Alta,Frontend,Bug,193,5,9,16,0,13.3
T-01430,Media,API,Bug,814,3,12,51,1,62.0
T-01431,Critica,API,Bug,1071,4,10,29,0,10.2
T-01432,Media,Backend,Domanda,2735,3,6,55,0,17.7
T-01433,Bassa,API,Richiesta,474,0,7,75,0,159.6
T-01434,Bassa,Infrastruttura,Bug,434,0,9,23,1,69.3
T-01435,Bassa,API,Richiesta,308,3,5,48,0,152.8
T-01436,Critica,Database,Richiesta,680,3,4,78,0,14.3
T-01437,Bassa,Frontend,Richiesta,677,5,4,92,1,59.7
T-01438,Media,Backend,Bug,369,2,4,19,0,56.9
T-01439,Critica,Backend,Bug,540,5,9,61,0,21.7
T-01440,Critica,Backend,Bug,183,6,5,3,1,10.8
T-01441,Bassa,Documentazione,Bug,1046,3,7,36,0,25.9
T-01442,Bassa,Backend,Bug,378,1,7,9,0,48.5
T-01443,Bassa,Infrastruttura,Domanda,588,2,4,23,0,27.3
T-01444,Bassa,Backend,Domanda,255,3,6,119,1,35.1
T-01445,Bassa,Frontend,Bug,423,1,3,56,1,311.1
T-01446,Media,Frontend,Bug,507,3,6,9,1,40.8
T-01447,Alta,Frontend,Bug,596,5,4,12,1,10.6
T-01448,Media,Mobile,Bug,800,2,8,65,1,28.5
T-01449,Media,Documentazione,Richiesta,1423,3,12,64,0,39.9
T-01450,Bassa,Infrastruttura,Bug,931,1,8,66,0,93.6
T-01451,Alta,Backend,Richiesta,1069,5,7,36,1,32.7
T-01452,Media,Mobile,Domanda,1429,0,7,56,1,12.7
T-01453,Alta,Backend,Richiesta,845,4,6,23,0,32.2
T-01454,Critica,Documentazione,Richiesta,587,5,9,23,0,19.0
T-01455,Media,Database,Bug,1099,2,11,35,0,53.4
T-01456,Bassa,Frontend,Bug,1142,2,10,16,0,123.0
T-01457,Bassa,Backend,Bug,885,1,11,14,0,21.5
T-01458,Media,Backend,Richiesta,251,5,9,46,1,32.3
T-01459,Critica,Backend,Bug,362,5,13,48,1,5.8
T-01460,Media,Documentazione,Richiesta,509,0,7,14,0,60.6
T-01461,Alta,Mobile,Bug,958,3,9,19,1,51.7
T-01462,Media,Documentazione,Bug,592,1,6,41,0,12.2
T-01463,Bassa,Backend,Bug,1187,3,7,39,0,82.2
T-01464,Media,API,Domanda,1321,3,5,36,1,29.4
T-01465,Media,Frontend,Bug,1232,1,5,15,1,84.9
T-01466,Media,Database,Bug,1237,2,6,130,1,39.6
T-01467,Media,Frontend,Bug,322,2,10,21,0,89.6
T-01468,Bassa,Frontend,Richiesta,802,1,12,42,0,79.6
T-01469,Alta,API,Domanda,417,8,4,11,1,8.2
T-01470,Bassa,Backend,Bug,223,1,6,29,1,150.7
T-01471,Critica,Database,Domanda,505,6,6,14,0,5.6
T-01472,Bassa,API,Bug,1328,1,5,20,0,59.1
T-01473,Bassa,Backend,Richiesta,791,3,9,37,0,320.7
T-01474,Media,Documentazione,Bug,2013,0,9,73,0,34.2
T-01475,Media,Database,Bug,667,3,8,19,0,34.4
T-01476,Media,Infrastruttura,Richiesta,2606,1,3,36,1,116.1
T-01477,Media,API,Bug,667,0,7,42,0,66.1
T-01478,Critica,Mobile,Bug,608,2,7,50,1,14.6
T-01479,Media,Mobile,Richiesta,278,2,7,5,0,86.4
T-01480,Media,Infrastruttura,Domanda,1168,3,6,55,0,11.2
T-01481,Media,API,Bug,444,0,5,42,0,18.1
T-01482,Bassa,Frontend,Richiesta,407,1,10,36,1,74.1
T-01483,Media,Backend,Richiesta,1294,4,7,17,0,60.1
T-01484,Bassa,API,Bug,1202,5,3,39,1,64.1
T-01485,Media,Backend,Domanda,1183,0,8,107,0,22.1
T-01486,Bassa,Backend,Bug,483,1,4,67,0,151.7
T-01487,Critica,Backend,Richiesta,582,7,7,23,1,12.0
T-01488,Media,Database,Bug,579,1,6,36,0,47.7
T-01489,Alta,Backend,Bug,960,6,4,37,0,12.6
T-01490,Media,API,Bug,1524,1,7,25,1,416.7
T-01491,Bassa,Mobile,Bug,748,1,6,9,0,142.5
T-01492,Alta,Infrastruttura,Domanda,1962,2,10,23,0,18.5
T-01493,Media,Frontend,Domanda,1028,1,5,45,1,39.6
T-01494,Alta,Database,Bug,521,1,5,22,0,22.8
T-01495,Media,API,Bug,986,0,10,29,0,90.4
T-01496,Media,Database,Bug,1670,6,7,73,1,102.4
T-01497,Alta,API,Bug,1990,0,7,29,1,20.4
T-01498,Media,Backend,Bug,1223,2,5,31,0,56.1
T-01499,Media,Documentazione,Domanda,609,1,5,34,0,2.2
T-01500,Media,Backend,Richiesta,527,2,7,21,1,96.9
