id_ticket,canale,tipo_cliente,componente_indicato,priorita_dichiarata,stack_trace,allegati,lunghezza_descrizione,parole_errore,parole_richiesta,punti_interrogativi,utenti_segnalanti,ora_apertura,categoria
T-01024,email,Enterprise,Mobile,Media,0,0,396,5,0,0,1,13,Bug
T-01025,email,Free,Frontend,Media,0,0,500,0,0,2,1,11,Domanda
T-01026,form,Free,Frontend,Alta,1,0,612,4,1,0,1,11,Bug
T-01027,form,Business,API,Alta,1,1,177,1,1,2,6,11,Incidente
T-01028,chat,Business,Backend,Media,0,3,1162,4,0,2,1,20,Bug
T-01029,form,Free,Mobile,Alta,0,2,1088,4,0,1,1,14,Bug
T-01030,form,Free,API,Media,0,0,773,1,0,0,1,11,Bug
T-01031,email,Free,Frontend,Bassa,0,0,103,1,1,3,1,13,Domanda
T-01032,telefono,Business,Backend,Alta,0,1,602,1,0,0,7,1,Incidente
T-01033,email,Free,API,Alta,0,1,911,0,2,2,1,14,Richiesta
T-01034,email,Business,Nessuno,Media,0,1,316,1,1,0,1,13,Domanda
T-01035,chat,Free,Account,Media,1,0,216,0,0,1,1,11,Domanda
T-01036,chat,Business,Backend,Urgente,0,0,340,3,0,0,5,0,Incidente
T-01037,chat,Enterprise,API,Media,1,1,474,4,1,1,1,13,Bug
T-01038,email,Business,API,Media,0,0,71,0,1,9,1,9,Domanda
T-01039,email,Free,Mobile,Alta,1,0,543,3,0,0,2,15,Bug
T-01040,form,Free,Nessuno,Bassa,0,0,383,0,4,3,1,9,Richiesta
T-01041,chat,Free,Account,Bassa,0,2,167,0,2,3,1,11,Domanda
T-01042,form,Free,Mobile,Alta,0,0,165,0,0,3,1,17,Domanda
T-01043,form,Business,Mobile,Media,1,3,855,4,0,1,1,14,Bug
T-01044,form,Business,Nessuno,Media,0,1,409,0,2,2,1,15,Richiesta
T-01045,form,Business,Frontend,Media,1,1,847,5,1,0,1,11,Bug
T-01046,form,Free,Backend,Bassa,0,2,1121,7,2,0,1,17,Bug
T-01047,email,Business,Mobile,Alta,0,1,403,4,0,1,1,14,Bug
T-01048,email,Enterprise,Mobile,Bassa,1,1,605,2,0,0,1,15,Bug
T-01049,telefono,Enterprise,API,Urgente,1,3,313,2,0,1,6,16,Incidente
T-01050,chat,Business,Fatturazione,Media,0,0,350,1,1,2,1,13,Domanda
T-01051,form,Enterprise,API,Alta,1,1,1185,3,1,0,1,12,Bug
T-01052,telefono,Enterprise,Frontend,Alta,0,0,856,2,0,0,6,7,Incidente
T-01053,email,Enterprise,Fatturazione,Media,0,0,498,1,3,1,1,16,Richiesta
T-01054,email,Business,Frontend,Alta,1,0,1069,3,0,1,1,12,Bug
T-01055,form,Free,API,Bassa,0,1,767,2,0,0,1,15,Bug
T-01056,form,Business,Frontend,Media,0,1,329,1,0,0,1,13,Bug
T-01057,email,Business,API,Bassa,0,0,120,0,2,6,1,17,Domanda
T-01058,chat,Free,Account,Media,0,0,333,0,0,3,1,16,Domanda
T-01059,form,Business,Nessuno,Bassa,0,1,687,1,1,0,1,15,Richiesta
T-01060,form,Enterprise,Fatturazione,Media,0,0,403,0,3,3,1,16,Richiesta
T-01061,form,Business,Frontend,Media,0,1,616,2,0,1,1,9,Bug
T-01062,chat,Business,Backend,Bassa,1,1,572,5,2,0,1,16,Bug
T-01063,form,Business,Backend,Bassa,1,0,187,3,0,1,1,5,Bug
T-01064,form,Enterprise,Backend,Media,1,2,609,0,1,1,1,13,Bug
T-01065,form,Business,API,Bassa,0,2,1121,4,0,1,1,11,Bug
T-01066,form,Enterprise,API,Bassa,1,0,335,5,0,0,2,10,Bug
T-01067,form,Business,Frontend,Bassa,0,0,639,0,2,0,1,12,Richiesta
T-01068,email,Business,Fatturazione,Media,0,1,708,1,2,0,1,11,Bug
T-01069,form,Free,Backend,Alta,1,0,510,3,0,0,1,9,Bug
T-01070,form,Enterprise,Mobile,Bassa,0,0,638,4,0,0,1,16,Bug
T-01071,email,Enterprise,Mobile,Media,1,3,1778,1,0,0,3,12,Bug
T-01072,email,Free,Account,Media,0,0,444,2,1,7,1,4,Domanda
T-01073,email,Business,Frontend,Bassa,0,1,783,1,0,0,1,14,Bug
T-01074,email,Free,Backend,Media,0,2,497,4,0,1,1,15,Bug
T-01075,email,Business,Frontend,Urgente,0,1,1782,4,0,1,3,6,Bug
T-01076,form,Free,Fatturazione,Alta,1,2,256,3,0,1,8,9,Incidente
T-01077,chat,Business,Frontend,Urgente,1,0,332,7,0,0,1,13,Bug
T-01078,email,Business,Frontend,Media,1,1,1455,1,0,0,1,12,Bug
T-01079,email,Business,Frontend,Media,1,1,783,1,1,0,1,10,Bug
T-01080,telefono,Free,Backend,Alta,1,0,1469,2,0,0,1,10,Bug
T-01081,email,Business,Frontend,Media,0,0,230,0,0,5,2,15,Domanda
T-01082,form,Business,Mobile,Alta,0,1,1065,3,0,0,1,11,Bug
T-01083,email,Free,Backend,Alta,0,1,388,5,0,0,1,9,Bug
T-01084,form,Business,API,Bassa,0,0,219,1,1,2,1,9,Domanda
T-01085,chat,Free,Nessuno,Bassa,0,0,394,1,0,0,1,6,Domanda
T-01086,email,Enterprise,API,Alta,0,1,652,4,1,2,2,13,Bug
T-01087,form,Free,Account,Media,0,0,101,1,0,3,1,11,Domanda
T-01088,form,Free,Nessuno,Urgente,1,2,289,0,0,1,5,23,Incidente
T-01089,form,Business,API,Alta,1,2,751,2,1,1,1,17,Bug
T-01090,form,Enterprise,Frontend,Media,0,2,287,1,1,1,1,10,Bug
T-01091,form,Free,Mobile,Media,0,1,202,1,0,2,1,12,Bug
T-01092,telefono,Enterprise,Frontend,Media,1,2,696,4,0,0,1,11,Bug
T-01093,chat,Business,Nessuno,Bassa,0,0,470,0,0,1,1,16,Domanda
T-01094,email,Free,Mobile,Bassa,0,0,886,0,2,0,1,19,Richiesta
T-01095,form,Free,Backend,Bassa,1,0,598,4,0,0,1,11,Bug
T-01096,form,Business,Frontend,Media,1,2,1265,5,0,1,1,14,Bug
T-01097,chat,Business,Fatturazione,Bassa,0,0,253,1,1,3,1,9,Domanda
T-01098,form,Enterprise,API,Urgente,0,1,387,4,0,2,7,10,Incidente
T-01099,chat,Free,Account,Media,0,0,452,0,1,1,2,13,Domanda
T-01100,chat,Enterprise,Mobile,Alta,0,1,293,2,0,1,1,9,Bug
T-01101,email,Free,Mobile,Bassa,0,1,293,1,0,2,1,16,Richiesta
T-01102,chat,Enterprise,API,Media,0,0,259,0,0,2,1,15,Domanda
T-01103,email,Free,Account,Media,1,0,204,1,0,4,1,10,Domanda
T-01104,email,Free,API,Bassa,0,0,205,0,1,4,1,13,Domanda
T-01105,form,Business,Mobile,Alta,0,1,869,0,1,0,1,11,Richiesta
T-01106,form,Business,Frontend,Media,0,0,556,5,0,1,1,13,Bug
T-01107,telefono,Enterprise,Account,Urgente,1,1,362,1,0,0,3,5,Incidente
T-01108,email,Enterprise,Backend,Alta,0,0,980,3,0,0,11,13,Incidente
T-01109,email,Business,Frontend,Media,0,1,355,0,6,1,2,16,Richiesta
T-01110,form,Business,Backend,Bassa,1,1,942,7,1,1,1,12,Bug
T-01111,form,Free,Frontend,Alta,1,3,998,4,1,0,1,20,Bug
T-01112,email,Business,Backend,Media,1,0,419,2,0,1,1,14,Bug
T-01113,telefono,Business,Nessuno,Media,0,2,393,0,1,7,1,12,Domanda
T-01114,email,Free,Mobile,Alta,0,2,526,5,0,0,1,10,Bug
T-01115,email,Business,Mobile,Alta,0,1,393,1,1,0,1,8,Bug
T-01116,form,Free,Frontend,Media,0,0,283,0,0,1,1,15,Bug
T-01117,form,Enterprise,Account,Bassa,0,1,518,0,6,2,1,15,Richiesta
T-01118,chat,Free,Frontend,Media,0,0,329,1,0,3,1,8,Domanda
T-01119,email,Free,Nessuno,Alta,0,0,375,1,4,2,1,12,Richiesta
T-01120,form,Free,Account,Media,0,0,285,0,3,2,1,16,Richiesta
T-01121,chat,Business,Frontend,Alta,0,0,760,0,4,1,1,10,Richiesta
T-01122,chat,Business,API,Bassa,0,3,422,8,0,0,1,13,Bug
T-01123,email,Enterprise,Backend,Bassa,0,0,428,1,3,2,1,11,Richiesta
T-01124,email,Business,Backend,Bassa,0,3,1394,3,0,1,1,17,Bug
T-01125,chat,Free,Nessuno,Media,0,1,200,0,0,4,1,12,Domanda
T-01126,chat,Enterprise,Nessuno,Media,0,0,367,0,0,3,1,18,Domanda
T-01127,email,Free,Frontend,Media,0,1,562,2,0,1,1,12,Bug
T-01128,chat,Business,API,Alta,0,0,216,4,0,1,8,7,Incidente
T-01129,telefono,Business,Backend,Alta,1,1,436,0,0,0,7,10,Incidente
T-01130,chat,Business,Frontend,Media,0,1,495,0,4,0,1,12,Richiesta
T-01131,form,Enterprise,Backend,Media,1,1,1396,2,0,0,1,9,Bug
T-01132,email,Business,Frontend,Media,0,0,499,1,2,0,1,14,Richiesta
T-01133,email,Enterprise,Fatturazione,Bassa,0,0,976,0,1,0,1,11,Richiesta
T-01134,email,Enterprise,API,Media,0,1,1142,0,2,2,1,13,Richiesta
T-01135,email,Business,Backend,Media,1,1,403,0,1,0,1,17,Bug
T-01136,email,Free,Fatturazione,Media,0,0,386,0,0,4,2,12,Domanda
T-01137,form,Business,Mobile,Media,0,0,897,1,1,0,1,16,Bug
T-01138,email,Business,Nessuno,Bassa,0,0,620,0,3,1,1,18,Richiesta
T-01139,chat,Business,Nessuno,Alta,0,0,206,1,0,3,1,11,Domanda
T-01140,form,Free,Backend,Urgente,1,1,616,6,0,0,1,12,Bug
T-01141,chat,Free,Frontend,Alta,0,0,531,2,0,0,1,13,Bug
T-01142,email,Free,Account,Bassa,0,0,125,0,0,4,1,10,Domanda
T-01143,form,Business,Account,Media,0,2,368,0,1,2,1,14,Richiesta
T-01144,form,Business,Nessuno,Media,0,0,522,0,1,2,1,13,Richiesta
T-01145,telefono,Business,Mobile,Bassa,0,3,377,2,0,0,2,17,Bug
T-01146,chat,Business,Backend,Urgente,0,3,262,3,1,0,9,9,Incidente
T-01147,chat,Enterprise,Frontend,Urgente,0,1,315,2,0,0,9,3,Incidente
T-01148,email,Free,Backend,Media,1,1,308,2,0,2,1,11,Bug
T-01149,email,Free,Fatturazione,Media,0,1,348,0,2,0,1,14,Richiesta
T-01150,chat,Free,Nessuno,Bassa,0,0,187,0,1,3,1,7,Domanda
T-01151,form,Free,Backend,Media,1,0,920,0,0,0,1,10,Bug
T-01152,form,Free,Frontend,Media,0,0,833,4,0,0,1,19,Bug
T-01153,telefono,Business,Backend,Alta,0,1,787,7,0,0,8,18,Incidente
T-01154,chat,Free,Frontend,Media,0,0,94,1,0,1,1,10,Domanda
T-01155,email,Business,Nessuno,Bassa,0,0,544,1,2,0,1,21,Richiesta
T-01156,chat,Free,Frontend,Media,0,0,231,2,0,2,1,10,Domanda
T-01157,form,Business,Mobile,Bassa,1,0,514,2,1,0,2,16,Bug
T-01158,chat,Free,Mobile,Bassa,0,0,193,0,0,3,1,10,Domanda
T-01159,chat,Business,Backend,Alta,0,0,665,3,0,1,1,15,Bug
T-01160,email,Enterprise,Fatturazione,Bassa,0,1,622,1,1,1,1,21,Richiesta
T-01161,chat,Enterprise,API,Urgente,0,1,394,2,0,1,4,23,Incidente
T-01162,form,Business,Mobile,Bassa,0,1,1152,5,0,0,1,19,Bug
T-01163,email,Free,Backend,Urgente,0,1,298,0,0,3,1,9,Domanda
T-01164,form,Business,Mobile,Alta,0,1,539,6,1,0,1,11,Bug
T-01165,chat,Free,Fatturazione,Bassa,0,0,162,1,2,2,1,17,Domanda
T-01166,email,Free,Mobile,Alta,0,1,646,0,1,1,1,17,Richiesta
T-01167,form,Business,Mobile,Alta,1,2,908,1,0,0,1,8,Bug
T-01168,email,Business,Mobile,Bassa,1,2,1195,6,0,0,2,9,Bug
T-01169,form,Free,Nessuno,Alta,0,0,432,1,3,2,1,16,Richiesta
T-01170,email,Free,Mobile,Alta,0,0,557,0,6,1,1,12,Richiesta
T-01171,form,Free,API,Media,1,1,504,5,0,0,1,12,Bug
T-01172,chat,Free,Mobile,Media,1,2,607,2,0,0,2,15,Bug
T-01173,email,Free,Mobile,Media,0,1,814,5,0,2,2,18,Bug
T-01174,form,Business,Mobile,Bassa,0,1,469,0,0,0,1,13,Richiesta
T-01175,form,Enterprise,API,Bassa,0,0,1172,4,0,0,2,11,Bug
T-01176,email,Business,Mobile,Bassa,0,1,262,1,2,0,1,10,Richiesta
T-01177,telefono,Free,API,Media,0,5,789,2,0,0,1,11,Bug
T-01178,form,Business,Fatturazione,Media,0,1,206,0,0,4,1,16,Domanda
T-01179,chat,Free,Fatturazione,Media,0,0,233,1,2,4,1,9,Domanda
T-01180,chat,Enterprise,Fatturazione,Bassa,0,0,550,1,2,0,1,11,Richiesta
T-01181,email,Enterprise,API,Media,0,0,676,0,1,1,1,15,Richiesta
T-01182,email,Free,API,Media,1,0,469,3,0,1,1,11,Bug
T-01183,chat,Business,Backend,Urgente,1,1,571,1,0,1,2,10,Bug
T-01184,email,Enterprise,Nessuno,Bassa,0,2,272,0,7,0,1,11,Richiesta
T-01185,chat,Free,Mobile,Alta,0,1,1383,0,3,1,1,17,Richiesta
T-01186,chat,Enterprise,API,Media,0,0,213,0,1,1,1,19,Richiesta
T-01187,form,Enterprise,Mobile,Bassa,0,1,645,3,0,1,2,18,Bug
T-01188,email,Business,Mobile,Media,0,0,480,2,5,0,1,15,Richiesta
T-01189,chat,Business,Account,Bassa,0,1,219,2,1,2,1,8,Domanda
T-01190,form,Free,Account,Bassa,0,1,303,1,2,4,1,14,Domanda
T-01191,email,Free,Backend,Media,1,0,762,6,0,1,1,13,Bug
T-01192,email,Business,Fatturazione,Media,0,0,236,0,2,0,1,10,Richiesta
T-01193,form,Business,Backend,Alta,1,1,699,1,1,2,2,8,Bug
T-01194,form,Business,Backend,Media,1,0,355,4,1,2,1,18,Bug
T-01195,form,Business,Frontend,Media,1,1,1078,4,0,0,1,11,Bug
T-01196,chat,Business,Account,Bassa,0,0,150,0,2,3,1,10,Domanda
T-01197,email,Business,Mobile,Media,0,0,327,0,1,0,1,9,Richiesta
T-01198,form,Business,Backend,Bassa,0,0,1059,6,0,0,2,14,Bug
T-01199,chat,Business,API,Media,0,0,199,0,0,2,1,19,Domanda
T-01200,email,Free,API,Alta,0,2,1032,5,1,0,4,19,Incidente
T-01201,form,Free,API,Media,0,0,337,1,1,2,1,12,Richiesta
T-01202,email,Business,Nessuno,Media,0,0,304,0,3,0,1,11,Richiesta
T-01203,email,Enterprise,Mobile,Media,0,1,316,0,6,0,1,8,Richiesta
T-01204,email,Business,Nessuno,Media,0,1,450,1,2,0,1,16,Richiesta
T-01205,form,Business,Frontend,Bassa,0,1,284,0,1,0,1,10,Richiesta
T-01206,form,Business,Backend,Alta,1,2,322,0,0,3,2,7,Bug
T-01207,chat,Free,Account,Alta,0,2,242,0,1,5,1,13,Domanda
T-01208,email,Free,Frontend,Media,0,1,302,0,3,1,1,14,Richiesta
T-01209,email,Enterprise,Backend,Urgente,0,3,686,3,0,1,7,14,Incidente
T-01210,form,Enterprise,Nessuno,Media,0,0,893,0,1,0,1,12,Richiesta
T-01211,email,Free,Mobile,Media,0,0,1489,3,0,0,1,15,Bug
T-01212,chat,Free,Mobile,Media,0,0,1125,0,3,1,1,15,Richiesta
T-01213,email,Free,Fatturazione,Bassa,0,0,431,1,0,5,1,16,Domanda
T-01214,telefono,Enterprise,Backend,Urgente,0,0,413,1,1,1,5,16,Incidente
T-01215,chat,Business,Backend,Alta,0,1,1208,2,0,1,2,16,Bug
T-01216,chat,Business,Fatturazione,Media,0,0,160,0,0,0,1,15,Domanda
T-01217,chat,Enterprise,Backend,Urgente,0,0,318,3,0,2,3,15,Incidente
T-01218,telefono,Business,Backend,Urgente,0,0,324,2,0,0,8,6,Incidente
T-01219,chat,Free,Account,Bassa,0,0,152,1,2,2,1,13,Domanda
T-01220,form,Free,Fatturazione,Media,0,0,375,1,1,4,1,13,Domanda
T-01221,chat,Business,Nessuno,Media,0,0,510,0,0,3,1,11,Domanda
T-01222,email,Business,Frontend,Media,0,0,413,0,2,4,2,12,Richiesta
T-01223,email,Business,Nessuno,Media,0,0,966,0,4,1,1,12,Richiesta
T-01224,chat,Enterprise,Frontend,Media,0,1,747,0,2,1,2,15,Richiesta
T-01225,chat,Free,Fatturazione,Media,0,0,370,0,1,6,1,10,Domanda
T-01226,chat,Enterprise,Backend,Alta,0,3,988,2,0,0,9,15,Incidente
T-01227,email,Enterprise,Backend,Bassa,1,1,537,4,0,0,1,14,Bug
T-01228,form,Business,Backend,Alta,0,0,664,7,0,0,6,1,Incidente
T-01229,telefono,Business,API,Alta,1,2,282,4,0,0,7,0,Incidente
T-01230,chat,Free,Backend,Media,1,2,2371,5,1,0,1,13,Bug
T-01231,email,Business,Nessuno,Bassa,0,1,383,0,1,0,1,10,Richiesta
T-01232,form,Free,Fatturazione,Media,0,0,554,4,1,0,1,13,Bug
T-01233,email,Enterprise,Backend,Bassa,1,1,1073,3,0,2,2,12,Bug
T-01234,chat,Free,Account,Bassa,0,0,335,0,1,2,1,12,Domanda
T-01235,chat,Free,Nessuno,Media,0,1,275,0,3,1,1,16,Richiesta
T-01236,chat,Business,API,Bassa,0,0,1664,0,1,1,1,16,Richiesta
T-01237,form,Business,Frontend,Bassa,0,1,1123,0,4,1,1,14,Richiesta
T-01238,email,Free,Mobile,Bassa,0,0,427,0,0,2,1,14,Domanda
T-01239,form,Free,Frontend,Alta,1,0,573,1,0,1,1,10,Bug
T-01240,form,Business,Frontend,Alta,0,1,344,6,0,1,2,11,Bug
T-01241,email,Business,Frontend,Media,0,3,536,1,1,1,1,7,Bug
T-01242,email,Enterprise,API,Bassa,0,0,659,1,3,1,1,15,Richiesta
T-01243,chat,Business,Frontend,Media,0,1,699,0,2,0,1,18,Richiesta
T-01244,form,Business,Account,Media,0,0,288,1,2,1,1,11,Richiesta
T-01245,form,Free,Nessuno,Alta,0,1,198,0,2,2,1,16,Domanda
T-01246,chat,Business,Account,Media,0,1,237,0,2,1,2,12,Domanda
T-01247,chat,Enterprise,Frontend,Alta,0,0,327,0,5,1,1,15,Richiesta
T-01248,email,Enterprise,API,Bassa,0,0,367,1,1,5,1,13,Domanda
T-01249,chat,Business,Fatturazione,Bassa,0,0,243,0,1,2,1,8,Domanda
T-01250,form,Free,API,Media,0,0,215,6,0,0,1,6,Bug
T-01251,chat,Business,Fatturazione,Bassa,0,0,252,0,0,3,1,15,Domanda
T-01252,chat,Free,Frontend,Bassa,0,0,124,0,1,2,1,16,Domanda
T-01253,email,Business,Frontend,Bassa,0,0,551,0,2,3,1,9,Domanda
T-01254,form,Free,Frontend,Alta,0,2,1008,5,0,1,1,12,Bug
T-01255,email,Free,Nessuno,Alta,0,2,1950,0,2,2,1,18,Richiesta
T-01256,email,Free,Nessuno,Media,0,0,214,0,2,1,2,12,Richiesta
T-01257,email,Business,Frontend,Media,0,1,426,0,3,0,1,8,Richiesta
T-01258,telefono,Business,Frontend,Alta,0,1,310,3,0,0,8,9,Incidente
T-01259,form,Business,Nessuno,Urgente,0,0,211,0,1,1,1,15,Domanda
T-01260,telefono,Business,Mobile,Urgente,0,0,449,5,0,0,7,4,Incidente
T-01261,form,Enterprise,API,Media,1,1,287,2,0,0,1,10,Bug
T-01262,form,Free,Backend,Alta,0,0,632,5,1,3,1,19,Bug
T-01263,email,Business,Mobile,Media,0,0,1188,4,0,0,1,10,Bug
T-01264,chat,Business,API,Alta,0,1,383,2,0,0,10,14,Incidente
T-01265,email,Free,Mobile,Bassa,0,1,100,1,0,1,1,13,Domanda
T-01266,chat,Free,Nessuno,Bassa,0,0,1216,0,0,4,1,15,Domanda
T-01267,email,Free,Backend,Media,0,0,612,3,0,1,2,9,Bug
T-01268,email,Business,Frontend,Media,0,1,570,0,2,0,1,13,Richiesta
T-01269,chat,Business,Fatturazione,Bassa,0,0,287,0,0,3,1,10,Domanda
T-01270,telefono,Business,Frontend,Urgente,0,0,574,1,1,2,9,0,Incidente
T-01271,email,Free,Frontend,Media,1,3,435,3,0,0,1,21,Bug
T-01272,email,Enterprise,Frontend,Bassa,0,1,1044,1,0,0,1,9,Bug
T-01273,form,Free,Nessuno,Bassa,0,0,1198,0,6,0,1,8,Richiesta
T-01274,email,Free,Fatturazione,Bassa,0,0,121,1,1,5,1,11,Domanda
T-01275,email,Business,Frontend,Media,0,0,642,2,0,0,1,15,Bug
T-01276,email,Business,API,Media,1,0,462,5,0,0,1,15,Bug
T-01277,form,Business,Frontend,Alta,1,1,1441,3,1,2,2,14,Bug
T-01278,chat,Free,Mobile,Bassa,0,1,342,3,0,2,1,8,Domanda
T-01279,form,Enterprise,Account,Media,0,1,878,1,2,0,1,12,Richiesta
T-01280,chat,Enterprise,Frontend,Alta,0,0,269,1,0,1,6,23,Incidente
T-01281,form,Business,Nessuno,Bassa,0,0,374,1,1,6,1,12,Domanda
T-01282,form,Enterprise,Frontend,Bassa,0,3,959,6,3,0,1,11,Bug
T-01283,email,Free,Backend,Bassa,1,1,653,0,0,0,1,18,Bug
T-01284,chat,Enterprise,Nessuno,Alta,0,0,619,0,1,0,2,17,Richiesta
T-01285,chat,Free,API,Bassa,0,1,394,0,4,2,1,15,Domanda
T-01286,email,Free,Mobile,Alta,1,0,400,7,1,0,1,18,Bug
T-01287,chat,Enterprise,Nessuno,Media,0,1,123,0,0,3,1,13,Domanda
T-01288,form,Enterprise,Nessuno,Media,0,0,274,0,3,0,1,15,Richiesta
T-01289,email,Free,Backend,Alta,0,1,549,4,0,0,1,14,Bug
T-01290,telefono,Business,Backend,Media,0,0,353,2,0,0,2,9,Incidente
T-01291,telefono,Free,API,Alta,1,1,671,4,0,0,5,20,Incidente
T-01292,email,Business,Mobile,Media,0,0,367,0,3,1,1,16,Richiesta
T-01293,form,Enterprise,Account,Bassa,1,1,1845,4,0,0,2,15,Bug
T-01294,email,Free,Frontend,Media,0,0,453,1,0,2,1,11,Richiesta
T-01295,form,Business,Frontend,Alta,1,0,431,4,1,0,2,10,Bug
T-01296,form,Free,Nessuno,Media,0,1,216,1,2,3,1,13,Richiesta
T-01297,chat,Business,API,Bassa,0,0,266,0,1,1,1,12,Richiesta
T-01298,chat,Free,Nessuno,Media,0,0,101,2,0,4,1,12,Domanda
T-01299,email,Free,API,Alta,0,0,230,0,3,4,1,12,Domanda
T-01300,form,Business,Mobile,Media,0,1,173,0,2,3,1,14,Richiesta
T-01301,chat,Business,Mobile,Bassa,1,3,1001,3,1,0,3,16,Bug
T-01302,form,Free,API,Media,1,0,932,0,1,1,2,14,Bug
T-01303,email,Business,Frontend,Media,0,1,775,3,0,2,1,15,Bug
T-01304,email,Business,Backend,Media,0,1,473,1,1,0,1,19,Bug
T-01305,form,Business,API,Media,1,0,1167,2,1,2,1,10,Bug
T-01306,chat,Free,Frontend,Media,1,0,798,5,0,0,1,15,Bug
T-01307,chat,Business,API,Bassa,1,0,555,6,2,0,2,8,Bug
T-01308,form,Business,Mobile,Alta,1,3,588,4,0,1,1,15,Bug
T-01309,form,Business,Nessuno,Bassa,0,3,370,0,1,2,1,20,Richiesta
T-01310,chat,Free,Account,Media,0,0,454,1,2,5,1,17,Domanda
T-01311,chat,Business,Nessuno,Bassa,0,0,359,0,0,5,1,16,Domanda
T-01312,telefono,Enterprise,Frontend,Alta,1,1,145,3,0,0,6,23,Incidente
T-01313,email,Free,Account,Bassa,0,1,194,1,0,0,1,7,Domanda
T-01314,chat,Free,Backend,Media,1,2,105,3,0,2,2,14,Bug
T-01315,email,Enterprise,Nessuno,Bassa,0,2,317,0,3,1,1,13,Richiesta
T-01316,email,Free,Account,Media,0,0,237,0,0,5,1,13,Domanda
T-01317,form,Business,Backend,Media,0,2,1162,1,0,0,1,12,Bug
T-01318,email,Free,Frontend,Media,0,0,232,0,2,1,1,16,Richiesta
T-01319,email,Free,API,Bassa,1,3,648,3,1,1,1,8,Bug
T-01320,form,Business,Account,Bassa,0,1,622,0,1,1,1,14,Richiesta
T-01321,email,Business,Frontend,Media,1,2,703,5,0,0,1,12,Bug
T-01322,form,Enterprise,Account,Bassa,1,0,315,1,1,0,1,14,Domanda
T-01323,email,Business,Nessuno,Bassa,0,1,657,0,5,0,2,11,Richiesta
T-01324,form,Free,Mobile,Alta,1,1,920,5,0,0,1,15,Bug
T-01325,email,Business,Backend,Alta,0,1,253,2,0,1,1,9,Bug
T-01326,chat,Enterprise,Mobile,Media,1,0,521,3,1,0,3,15,Bug
T-01327,email,Free,Mobile,Alta,1,3,1502,1,0,1,1,14,Bug
T-01328,telefono,Free,Backend,Bassa,1,2,1384,2,0,2,2,9,Bug
T-01329,form,Business,Backend,Alta,1,0,329,6,0,2,1,18,Bug
T-01330,chat,Business,Fatturazione,Bassa,0,0,266,0,3,1,1,12,Domanda
T-01331,email,Free,Nessuno,Bassa,0,0,544,0,3,0,1,11,Richiesta
T-01332,email,Business,Fatturazione,Alta,0,0,1263,0,0,0,1,9,Bug
T-01333,email,Free,Frontend,Media,1,2,336,4,0,0,2,11,Bug
T-01334,email,Business,Mobile,Media,0,1,728,4,1,2,1,17,Bug
T-01335,email,Business,Frontend,Bassa,0,0,603,0,0,0,1,10,Richiesta
T-01336,form,Free,Fatturazione,Media,0,0,341,0,0,4,1,9,Domanda
T-01337,telefono,Enterprise,API,Urgente,1,0,173,1,0,1,6,0,Incidente
T-01338,email,Business,Mobile,Media,0,0,828,0,2,1,1,20,Richiesta
T-01339,form,Business,Backend,Media,0,0,1203,2,1,0,1,12,Bug
T-01340,email,Business,Backend,Alta,0,1,1142,3,0,1,2,11,Bug
T-01341,telefono,Enterprise,API,Alta,1,1,671,3,0,0,11,5,Incidente
T-01342,form,Business,Frontend,Bassa,1,0,1386,1,1,2,2,12,Bug
T-01343,form,Business,Mobile,Alta,1,0,1353,4,2,0,1,15,Bug
T-01344,email,Free,Nessuno,Bassa,0,1,210,2,0,0,1,9,Domanda
T-01345,email,Free,Nessuno,Media,0,0,164,1,1,4,1,15,Domanda
T-01346,form,Business,API,Media,1,2,1797,4,0,2,1,13,Bug
T-01347,telefono,Enterprise,Frontend,Urgente,1,0,332,2,0,0,7,6,Incidente
T-01348,email,Free,Fatturazione,Bassa,0,0,233,0,1,2,1,11,Domanda
T-01349,email,Business,API,Bassa,0,2,467,0,4,0,1,12,Richiesta
T-01350,chat,Free,Frontend,Alta,0,0,80,1,2,5,1,12,Domanda
T-01351,form,Business,Backend,Bassa,0,1,380,6,0,0,1,13,Bug
T-01352,form,Free,Backend,Alta,0,0,225,4,0,0,6,1,Incidente
T-01353,form,Free,Frontend,Media,0,2,249,2,0,2,1,15,Bug
T-01354,form,Business,Frontend,Media,0,0,443,0,5,0,1,12,Richiesta
T-01355,email,Business,Nessuno,Bassa,0,0,489,0,3,1,1,15,Richiesta
T-01356,telefono,Business,Frontend,Media,1,0,452,3,0,0,1,14,Bug
T-01357,form,Business,Mobile,Media,0,2,1593,1,0,1,1,8,Bug
T-01358,form,Free,Backend,Media,0,0,198,0,1,0,1,12,Domanda
T-01359,chat,Free,Account,Bassa,0,1,159,0,1,1,1,13,Domanda
T-01360,telefono,Enterprise,Frontend,Urgente,1,0,271,1,1,0,6,9,Incidente
T-01361,telefono,Business,API,Media,0,0,551,3,0,0,1,9,Bug
T-01362,telefono,Enterprise,Fatturazione,Alta,0,1,681,5,0,0,9,19,Incidente
T-01363,chat,Free,Frontend,Bassa,0,1,461,1,1,0,1,14,Domanda
T-01364,chat,Business,Account,Media,1,1,354,0,0,0,1,12,Domanda
T-01365,form,Business,Account,Bassa,0,0,358,1,1,4,1,9,Domanda
T-01366,email,Free,Backend,Urgente,1,0,270,4,0,1,1,15,Bug
T-01367,chat,Free,Account,Media,0,0,195,0,0,5,1,8,Domanda
