id_cliente,piano,fatturazione,mesi_anzianita,licenze,utenti_attivi_30gg,login_medi_settimana,feature_usate,integrazioni_attive,ticket_90gg,tempo_risposta_medio_ore,ritardi_pagamento_12m,churn
C-01115,Enterprise,mensile,16,62,57,3.1,7,2,4,12.8,0,0
C-01116,Basic,annuale,35,8,5,1.1,3,2,2,12.4,0,0
C-01117,Basic,mensile,47,3,2,3.6,4,5,2,10.4,0,0
C-01118,Pro,annuale,18,37,16,3.1,2,2,3,9.1,0,0
C-01119,Basic,mensile,37,9,5,3.6,10,1,3,12.3,0,0
C-01120,Enterprise,mensile,34,56,50,3.1,6,0,4,15.0,1,0
C-01121,Pro,mensile,8,10,7,2.7,6,2,2,27.1,0,0
C-01122,Basic,mensile,18,7,3,4.4,5,0,1,7.3,0,0
C-01123,Pro,mensile,59,29,9,3.9,7,2,1,10.8,0,0
C-01124,Basic,mensile,68,2,1,5.2,4,2,0,9.5,2,0
C-01125,Basic,mensile,39,4,4,3.9,7,2,1,18.5,0,0
C-01126,Pro,mensile,13,6,6,2.9,7,0,4,42.2,1,0
C-01127,Pro,mensile,2,48,34,4.1,2,0,2,18.9,1,1
C-01128,Pro,mensile,12,49,20,0.4,3,5,3,16.1,3,0
C-01129,Pro,annuale,7,46,35,6.1,6,0,2,17.2,1,0
C-01130,Enterprise,annuale,62,259,252,3.6,3,2,1,21.4,0,0
C-01131,Enterprise,mensile,4,288,223,6.3,4,1,4,42.6,0,0
C-01132,Pro,annuale,8,11,8,2.0,5,1,5,3.6,2,0
C-01133,Basic,mensile,25,8,6,1.6,4,2,4,14.3,1,0
C-01134,Pro,mensile,21,5,4,3.7,6,1,1,2.1,1,0
C-01135,Enterprise,annuale,57,85,69,3.7,5,1,4,17.7,1,0
C-01136,Basic,annuale,32,8,5,3.7,6,2,1,13.9,1,0
C-01137,Pro,annuale,19,38,17,3.5,5,1,1,7.2,1,0
C-01138,Basic,mensile,48,3,2,2.3,5,2,2,2.0,0,0
C-01139,Basic,annuale,16,2,1,1.1,5,1,3,9.9,0,0
C-01140,Pro,mensile,60,9,6,3.6,8,1,3,11.4,0,0
C-01141,Basic,mensile,10,1,1,1.4,5,0,1,9.6,1,0
C-01142,Pro,mensile,21,12,7,1.3,6,2,0,6.9,2,0
C-01143,Pro,annuale,2,7,5,2.7,7,2,1,5.8,1,0
C-01144,Pro,mensile,40,25,22,3.8,6,2,4,9.7,0,0
C-01145,Basic,annuale,24,6,5,6.0,4,1,1,6.2,1,0
C-01146,Basic,annuale,60,4,4,4.6,3,0,3,16.3,0,0
C-01147,Pro,annuale,17,24,20,5.2,6,2,3,9.5,0,0
C-01148,Pro,annuale,6,38,23,4.1,6,1,2,3.6,2,0
C-01149,Pro,annuale,29,36,23,3.7,7,3,2,11.1,2,0
C-01150,Enterprise,mensile,14,90,60,6.7,6,0,2,12.8,1,0
C-01151,Basic,mensile,36,2,2,1.3,1,2,3,26.4,1,0
C-01152,Enterprise,annuale,10,240,184,2.6,7,1,3,17.5,0,0
C-01153,Basic,mensile,53,6,6,2.7,6,0,1,5.8,1,0
C-01154,Basic,mensile,22,5,4,4.5,9,2,1,23.5,0,0
C-01155,Pro,mensile,19,44,36,1.8,7,4,2,4.4,0,0
C-01156,Basic,mensile,51,2,1,4.3,5,1,1,10.2,1,0
C-01157,Basic,mensile,40,5,4,4.0,6,1,1,15.7,0,0
C-01158,Basic,mensile,12,4,3,4.3,6,0,1,24.0,1,0
C-01159,Basic,annuale,40,6,5,4.3,5,2,2,31.1,0,0
C-01160,Pro,mensile,34,12,6,5.4,6,1,1,21.5,0,0
C-01161,Basic,annuale,20,3,1,3.1,4,0,0,9.2,0,0
C-01162,Pro,annuale,38,15,10,3.9,3,0,1,14.2,0,0
C-01163,Pro,mensile,53,21,10,2.2,6,3,3,11.4,0,0
C-01164,Basic,annuale,20,3,2,1.8,5,1,3,6.5,1,0
C-01165,Basic,annuale,20,3,2,5.7,7,0,1,9.3,0,1
C-01166,Enterprise,annuale,20,140,83,2.1,5,1,4,29.4,0,0
C-01167,Pro,mensile,11,14,6,4.1,7,1,2,14.7,1,1
C-01168,Pro,mensile,20,49,34,3.9,7,1,2,34.4,1,1
C-01169,Pro,mensile,18,5,3,4.8,7,3,3,5.2,1,0
C-01170,Basic,annuale,18,4,2,0.9,5,1,1,8.0,0,0
C-01171,Basic,annuale,17,4,2,4.4,8,0,1,12.8,1,0
C-01172,Pro,annuale,8,19,8,3.1,5,1,2,15.6,0,0
C-01173,Basic,annuale,43,2,1,2.4,7,0,3,9.3,0,0
C-01174,Pro,annuale,13,10,9,2.8,5,1,6,16.2,0,0
C-01175,Pro,annuale,55,24,20,4.7,4,1,2,16.1,1,0
C-01176,Pro,mensile,9,39,37,4.2,6,2,1,4.3,0,0
C-01177,Pro,annuale,63,32,27,3.0,5,1,5,15.7,2,0
C-01178,Basic,mensile,16,1,1,1.6,4,1,0,19.0,0,0
C-01179,Basic,mensile,40,7,4,1.7,5,0,1,11.9,0,0
C-01180,Basic,mensile,24,1,1,4.3,4,1,1,3.3,0,0
C-01181,Pro,annuale,7,24,18,1.4,9,1,1,8.5,1,0
C-01182,Basic,mensile,7,4,3,3.0,6,0,4,13.0,0,0
C-01183,Basic,mensile,12,7,5,7.0,4,0,4,5.9,1,0
C-01184,Basic,mensile,15,8,6,3.8,7,3,4,17.3,0,0
C-01185,Basic,mensile,21,5,3,4.2,6,2,3,15.5,0,0
C-01186,Pro,mensile,27,23,12,1.7,6,1,2,10.8,1,0
C-01187,Basic,annuale,19,4,3,1.5,6,0,4,10.1,1,0
C-01188,Enterprise,annuale,26,164,127,4.3,3,1,2,11.2,1,0
C-01189,Basic,mensile,30,1,1,2.8,4,1,3,10.0,0,0
C-01190,Pro,mensile,18,41,29,4.8,7,3,2,4.6,1,0
C-01191,Basic,mensile,34,4,3,3.4,7,0,1,7.7,1,0
C-01192,Basic,mensile,39,1,1,7.0,7,1,2,10.4,1,0
C-01193,Enterprise,annuale,30,217,57,2.5,2,0,2,23.4,0,0
C-01194,Enterprise,annuale,31,110,95,3.7,7,0,4,15.1,1,0
C-01195,Enterprise,annuale,25,61,52,2.1,5,1,1,24.2,1,0
C-01196,Basic,mensile,46,2,1,4.8,6,2,2,4.3,0,0
C-01197,Basic,annuale,21,6,4,4.0,4,5,2,8.1,1,0
C-01198,Pro,mensile,13,8,5,2.0,7,0,2,34.7,0,0
C-01199,Basic,mensile,22,1,1,2.9,9,3,1,6.4,0,0
C-01200,Pro,annuale,7,43,37,5.3,4,1,4,6.3,1,0
C-01201,Pro,annuale,6,8,6,5.1,7,2,1,8.5,0,0
C-01202,Pro,annuale,39,5,2,1.4,6,1,1,33.6,0,0
C-01203,Pro,annuale,56,7,5,2.7,4,1,2,6.7,1,0
C-01204,Pro,annuale,17,38,15,5.9,4,1,5,14.0,2,0
C-01205,Basic,annuale,40,3,2,3.1,6,0,1,12.7,0,0
C-01206,Basic,mensile,3,5,3,3.6,4,1,3,3.1,0,0
C-01207,Pro,mensile,30,6,4,4.8,3,2,2,9.9,0,0
C-01208,Pro,mensile,21,27,18,1.5,7,1,1,7.2,0,0
C-01209,Basic,mensile,62,3,3,2.0,6,3,2,15.0,2,0
C-01210,Basic,mensile,19,8,4,2.9,7,3,2,28.4,0,1
C-01211,Pro,mensile,9,19,10,5.0,6,1,2,8.1,1,0
C-01212,Pro,annuale,5,32,21,4.8,5,1,2,8.1,0,0
C-01213,Pro,annuale,22,46,43,4.3,7,1,1,45.3,3,0
C-01214,Basic,annuale,25,10,7,3.1,2,0,2,6.5,0,0
C-01215,Basic,mensile,18,9,7,4.9,5,1,3,4.5,2,0
C-01216,Pro,annuale,40,16,11,3.1,6,2,2,22.9,1,0
C-01217,Basic,mensile,52,7,5,4.1,8,0,3,9.7,2,0
C-01218,Pro,mensile,16,16,8,4.6,5,0,1,11.9,0,0
C-01219,Pro,mensile,4,21,6,5.7,9,1,2,38.1,1,0
C-01220,Basic,mensile,26,2,1,3.3,7,2,2,4.3,0,0
C-01221,Basic,mensile,46,10,6,2.8,5,0,1,8.9,1,0
C-01222,Basic,annuale,16,4,3,5.2,5,1,1,4.8,1,0
C-01223,Enterprise,annuale,31,160,74,5.3,3,2,3,12.2,0,0
C-01224,Pro,annuale,8,18,14,2.6,6,0,1,7.2,0,0
C-01225,Basic,mensile,26,1,1,1.8,3,3,1,4.9,0,0
C-01226,Enterprise,annuale,32,39,26,5.0,5,0,1,15.5,1,0
C-01227,Pro,annuale,27,41,21,1.0,4,2,1,10.1,0,0
C-01228,Pro,mensile,72,50,38,1.0,8,1,0,4.7,0,0
C-01229,Enterprise,annuale,55,290,266,3.0,5,1,1,4.9,1,0
C-01230,Basic,mensile,35,5,3,3.3,5,1,4,11.3,1,1
C-01231,Basic,mensile,44,10,6,1.7,5,1,2,3.7,0,0
C-01232,Pro,mensile,26,8,7,3.5,4,2,0,11.5,0,0
C-01233,Basic,mensile,21,1,1,3.6,5,1,2,22.3,0,0
C-01234,Pro,mensile,15,32,17,2.5,7,1,2,14.9,1,0
C-01235,Basic,mensile,8,8,6,6.0,6,0,1,6.9,0,0
C-01236,Basic,mensile,57,6,2,3.8,5,2,2,11.8,0,0
C-01237,Basic,annuale,74,8,7,4.8,7,3,1,4.7,1,0
C-01238,Basic,mensile,22,4,3,1.2,1,2,4,10.9,0,0
C-01239,Basic,mensile,22,1,1,1.1,7,1,2,8.2,1,0
C-01240,Basic,mensile,33,8,7,3.8,3,1,1,5.4,1,0
C-01241,Enterprise,annuale,19,210,169,5.8,7,0,0,14.5,1,0
C-01242,Basic,annuale,9,7,6,1.8,8,2,1,3.1,0,0
C-01243,Basic,annuale,7,5,4,3.4,7,2,0,4.9,0,0
C-01244,Basic,mensile,72,1,0,1.5,2,0,0,5.3,0,0
C-01245,Basic,mensile,5,8,7,2.2,5,1,1,7.4,0,0
C-01246,Basic,annuale,27,7,5,3.5,7,0,1,21.8,0,0
C-01247,Pro,mensile,5,10,6,2.5,6,2,1,15.7,0,0
C-01248,Basic,annuale,20,2,1,1.4,5,3,5,10.7,0,0
C-01249,Enterprise,annuale,16,168,144,1.3,5,1,2,10.4,0,0
C-01250,Enterprise,mensile,6,251,181,0.6,3,0,0,9.9,0,0
C-01251,Basic,annuale,33,9,8,3.9,5,1,2,22.8,0,0
C-01252,Basic,annuale,9,6,3,4.0,2,1,2,3.4,1,0
C-01253,Basic,mensile,5,8,3,4.0,6,2,1,15.9,0,0
C-01254,Pro,mensile,36,41,28,1.9,5,1,5,7.4,1,0
C-01255,Basic,mensile,16,7,5,4.6,4,0,2,13.5,1,0
C-01256,Enterprise,annuale,12,164,149,4.2,2,3,2,13.6,1,0
C-01257,Pro,mensile,37,50,37,3.2,8,1,2,15.5,1,0
C-01258,Pro,mensile,8,46,23,3.0,6,1,2,25.9,2,1
C-01259,Pro,annuale,4,24,18,2.3,6,2,0,4.4,0,0
C-01260,Enterprise,mensile,49,145,108,3.5,7,3,1,18.3,0,0
C-01261,Basic,mensile,66,8,4,5.5,6,1,2,9.6,1,0
C-01262,Basic,annuale,19,6,4,4.8,5,0,1,7.6,1,0
C-01263,Basic,mensile,19,6,2,2.8,6,1,2,33.9,0,0
C-01264,Enterprise,mensile,39,114,96,4.0,4,3,1,15.2,2,0
C-01265,Pro,mensile,46,47,27,1.7,6,0,2,7.8,1,1
C-01266,Pro,mensile,9,46,26,4.2,4,1,1,17.8,1,0
C-01267,Basic,mensile,17,9,5,2.0,8,2,2,9.7,0,0
C-01268,Enterprise,annuale,26,214,133,4.2,5,0,2,7.7,0,0
C-01269,Pro,annuale,37,42,29,7.0,4,0,1,7.0,0,0
C-01270,Pro,mensile,35,5,3,2.4,6,1,1,12.0,0,0
C-01271,Enterprise,annuale,31,257,222,7.0,3,1,1,6.9,0,0
C-01272,Basic,annuale,46,2,0,3.9,5,0,1,11.0,0,0
C-01273,Basic,annuale,21,9,6,2.2,7,2,2,17.0,1,0
C-01274,Pro,annuale,57,25,23,2.1,7,0,2,10.7,0,0
C-01275,Basic,annuale,14,3,1,6.5,6,1,3,32.7,1,0
C-01276,Basic,annuale,35,3,2,3.9,5,2,4,10.1,0,0
C-01277,Basic,mensile,15,5,4,2.4,5,1,2,22.5,2,0
C-01278,Basic,mensile,20,2,0,2.9,2,0,1,18.0,2,1
C-01279,Enterprise,mensile,22,210,150,3.8,6,1,2,25.0,1,0
C-01280,Pro,mensile,15,8,4,3.2,6,0,3,32.7,0,1
C-01281,Basic,annuale,47,3,2,3.7,1,4,4,3.5,0,0
C-01282,Basic,mensile,16,2,2,5.7,4,2,2,11.7,0,0
C-01283,Basic,mensile,21,10,8,1.6,2,4,0,9.4,1,0
C-01284,Pro,mensile,32,45,21,4.1,4,2,0,10.7,2,0
C-01285,Enterprise,mensile,84,292,217,3.1,1,2,2,7.9,0,0
C-01286,Enterprise,annuale,33,215,121,2.5,5,1,2,7.2,0,0
C-01287,Basic,annuale,23,9,6,4.7,5,0,5,5.2,0,0
C-01288,Basic,mensile,3,3,3,1.2,5,0,3,10.6,0,1
C-01289,Pro,mensile,19,47,44,0.0,4,1,1,17.5,1,0
C-01290,Pro,mensile,13,18,15,3.5,5,2,2,7.4,0,0
C-01291,Pro,mensile,17,48,26,3.0,7,2,3,8.2,1,0
C-01292,Pro,annuale,15,25,16,1.3,4,1,1,6.6,0,0
C-01293,Pro,annuale,32,7,5,0.8,5,1,2,5.5,0,0
C-01294,Basic,mensile,19,5,3,5.9,6,3,2,8.7,0,0
C-01295,Basic,mensile,10,2,1,3.8,4,1,0,12.3,1,0
C-01296,Basic,annuale,40,8,7,3.2,5,1,4,21.3,1,0
C-01297,Basic,annuale,7,10,8,6.3,5,2,4,4.9,1,0
C-01298,Basic,mensile,22,10,8,4.6,5,2,0,9.8,0,0
C-01299,Pro,mensile,19,23,9,5.7,7,2,2,20.3,0,0
C-01300,Basic,mensile,28,6,3,1.5,7,0,1,4.9,1,0
C-01301,Basic,annuale,46,7,5,1.5,5,4,2,21.4,2,0
C-01302,Pro,mensile,84,8,6,4.1,5,0,1,7.7,0,0
C-01303,Pro,mensile,23,45,34,3.8,8,1,0,15.3,0,0
C-01304,Basic,annuale,13,2,1,4.9,5,1,5,8.8,0,0
C-01305,Pro,annuale,12,31,27,0.9,10,1,1,13.2,1,0
C-01306,Enterprise,mensile,12,111,47,4.2,7,0,2,26.3,0,1
C-01307,Pro,mensile,27,8,5,4.6,4,1,2,9.3,0,0
C-01308,Pro,mensile,3,38,29,4.5,4,0,3,18.2,0,0
C-01309,Basic,annuale,7,5,3,2.6,4,2,4,11.8,1,0
C-01310,Enterprise,mensile,27,188,130,3.9,7,1,2,6.2,0,0
C-01311,Basic,annuale,41,1,1,2.1,5,1,0,9.2,0,0
C-01312,Enterprise,annuale,42,70,33,2.8,6,2,1,8.8,1,0
C-01313,Pro,mensile,23,13,8,1.7,6,2,3,4.3,0,0
C-01314,Basic,annuale,38,2,0,2.1,7,1,2,13.2,0,0
C-01315,Basic,mensile,47,6,3,2.9,7,1,0,14.8,0,0
C-01316,Pro,mensile,16,10,3,2.5,3,0,1,16.3,0,1
C-01317,Pro,annuale,44,16,7,2.1,5,1,4,23.6,0,0
C-01318,Basic,mensile,5,8,5,1.4,5,0,1,17.7,0,1
C-01319,Pro,mensile,7,42,33,5.9,7,2,1,7.0,0,0
C-01320,Enterprise,mensile,17,231,59,2.5,6,1,6,7.9,1,1
C-01321,Pro,mensile,4,19,3,3.7,6,2,3,16.5,1,0
C-01322,Pro,mensile,32,42,39,0.7,7,2,4,12.6,0,0
C-01323,Basic,annuale,14,3,3,5.1,5,3,1,9.9,1,0
C-01324,Pro,annuale,20,13,5,3.4,3,1,1,5.9,0,1
C-01325,Basic,annuale,20,5,3,2.6,7,1,3,7.3,1,0
C-01326,Enterprise,annuale,16,198,188,2.6,5,2,2,14.2,0,0
C-01327,Basic,mensile,11,6,3,4.4,7,2,2,3.1,0,0
C-01328,Pro,annuale,31,35,13,0.0,5,1,0,2.5,0,0
C-01329,Basic,mensile,14,2,2,2.0,6,1,2,15.2,0,0
C-01330,Basic,mensile,20,3,1,3.0,5,2,0,7.3,0,0
C-01331,Pro,annuale,28,10,7,3.0,5,0,4,13.2,0,0
C-01332,Pro,mensile,47,28,25,6.7,4,1,3,25.8,1,0
C-01333,Pro,mensile,44,7,4,2.7,7,1,1,5.4,0,0
C-01334,Enterprise,mensile,15,265,169,4.6,4,1,3,3.7,0,0
C-01335,Enterprise,mensile,11,223,180,5.7,4,0,2,8.5,1,0
C-01336,Enterprise,mensile,53,229,104,4.1,5,0,2,6.6,0,0
C-01337,Basic,mensile,14,1,1,2.3,5,3,0,9.8,0,0
C-01338,Pro,annuale,31,22,12,1.4,6,0,3,13.8,0,0
C-01339,Enterprise,mensile,4,48,28,4.2,6,0,5,12.2,0,0
C-01340,Basic,mensile,2,4,2,5.5,6,1,1,10.3,1,0
C-01341,Basic,mensile,23,9,5,4.0,5,0,2,18.9,0,0
C-01342,Pro,annuale,18,46,24,4.9,5,1,2,15.0,0,0
C-01343,Pro,mensile,36,33,12,6.8,4,2,1,9.0,1,0
C-01344,Pro,mensile,12,15,13,4.4,5,1,2,14.6,1,0
C-01345,Enterprise,mensile,27,105,90,1.7,7,1,1,4.0,1,0
C-01346,Pro,annuale,35,10,8,3.3,5,1,3,18.9,0,0
C-01347,Basic,annuale,12,2,1,5.1,8,2,3,10.1,0,0
C-01348,Basic,annuale,17,4,4,2.9,4,0,3,4.9,2,0
C-01349,Basic,annuale,8,6,3,5.3,6,0,3,7.8,0,0
C-01350,Basic,mensile,37,8,6,3.1,6,0,1,18.6,2,0
C-01351,Pro,mensile,32,30,13,3.7,6,2,3,6.3,1,0
C-01352,Pro,mensile,33,13,11,2.7,6,0,4,12.8,1,0
C-01353,Basic,mensile,18,4,2,3.4,2,2,1,16.9,0,0
C-01354,Basic,mensile,31,6,4,3.5,7,2,2,10.1,1,0
C-01355,Enterprise,mensile,19,243,192,0.9,5,5,3,6.0,1,0
C-01356,Basic,mensile,59,5,4,2.6,5,2,1,9.6,1,0
C-01357,Pro,annuale,21,12,2,1.5,3,3,4,4.3,2,1
C-01358,Pro,mensile,42,18,6,2.6,4,3,3,7.5,1,0
C-01359,Pro,annuale,18,48,44,2.1,8,0,2,5.1,0,0
C-01360,Basic,annuale,51,2,1,4.6,5,0,0,9.7,1,0
C-01361,Pro,mensile,11,13,5,4.6,5,0,3,4.7,1,0
C-01362,Basic,mensile,29,5,4,4.0,4,0,1,10.5,1,0
C-01363,Pro,annuale,13,19,10,1.4,6,1,2,19.7,0,0
C-01364,Basic,annuale,26,2,1,3.1,7,2,7,20.5,0,1
C-01365,Pro,mensile,14,29,18,1.3,8,1,1,4.7,1,1
C-01366,Pro,mensile,21,32,27,3.0,6,2,1,6.7,0,0
C-01367,Basic,annuale,15,8,4,4.1,4,1,0,16.7,1,0
C-01368,Basic,annuale,34,2,2,4.6,3,1,2,15.3,0,0
C-01369,Basic,mensile,30,10,9,3.9,4,1,2,6.9,1,0
C-01370,Basic,mensile,12,3,1,5.0,6,1,3,7.5,0,0
C-01371,Basic,annuale,12,4,2,3.6,9,0,5,10.5,0,0
C-01372,Enterprise,mensile,10,179,98,2.9,3,1,0,3.3,0,0
C-01373,Basic,annuale,8,3,2,4.4,5,3,1,13.7,1,0
C-01374,Pro,mensile,36,44,32,4.5,6,2,2,19.2,1,0
C-01375,Enterprise,mensile,10,36,11,2.5,6,2,1,7.9,1,0
C-01376,Basic,mensile,27,1,1,3.7,6,2,0,4.3,0,0
C-01377,Pro,mensile,14,14,6,2.8,5,5,1,23.3,0,0
C-01378,Enterprise,annuale,42,109,36,0.4,4,4,2,11.4,1,0
C-01379,Pro,mensile,69,6,3,3.8,5,3,1,15.3,1,0
C-01380,Basic,annuale,1,10,7,1.4,5,3,1,4.5,1,0
C-01381,Basic,mensile,11,10,8,3.7,6,3,0,4.5,0,0
C-01382,Basic,annuale,14,9,5,1.1,4,2,2,12.8,0,0
C-01383,Pro,annuale,18,41,29,2.2,5,1,4,18.5,1,0
C-01384,Enterprise,annuale,17,135,109,2.6,8,3,1,5.1,0,0
C-01385,Enterprise,mensile,7,147,74,4.9,6,0,1,9.4,0,0
C-01386,Basic,annuale,69,10,6,2.5,4,1,4,3.9,1,0
C-01387,Pro,mensile,18,36,12,1.7,8,0,3,6.6,1,0
C-01388,Basic,annuale,30,6,4,3.7,4,2,2,8.6,0,0
C-01389,Enterprise,mensile,30,40,36,2.9,7,2,4,13.4,0,0
C-01390,Basic,mensile,5,10,8,4.3,3,1,1,2.8,1,1
C-01391,Enterprise,mensile,16,209,88,1.8,7,3,1,22.1,1,0
C-01392,Pro,annuale,36,49,44,3.5,4,3,1,9.0,0,0
C-01393,Basic,annuale,53,4,2,6.7,5,2,0,21.7,0,0
C-01394,Basic,mensile,16,4,2,2.9,9,0,4,15.2,0,0
C-01395,Pro,annuale,6,14,10,3.5,6,2,2,16.7,0,0
C-01396,Basic,annuale,13,9,5,0.9,4,1,1,33.6,0,1
C-01397,Pro,mensile,16,40,26,2.0,0,3,0,6.3,2,0
C-01398,Enterprise,mensile,15,226,109,3.8,1,2,1,10.8,0,0
C-01399,Pro,annuale,10,32,17,2.7,4,0,5,5.5,0,0
C-01400,Basic,annuale,6,8,5,4.1,5,1,6,9.4,0,0
C-01401,Basic,mensile,8,8,6,3.8,5,2,2,15.4,0,0
C-01402,Basic,annuale,13,9,4,1.4,8,2,1,19.7,0,0
C-01403,Enterprise,mensile,35,294,203,4.6,7,0,0,8.0,0,0
C-01404,Basic,annuale,45,4,3,1.5,8,4,2,4.9,0,0
C-01405,Basic,annuale,23,1,1,2.1,5,0,3,10.4,0,0
C-01406,Basic,annuale,8,5,3,3.5,5,1,1,6.0,0,0
C-01407,Enterprise,mensile,14,77,42,5.4,6,1,2,7.1,0,0
C-01408,Basic,mensile,3,7,6,1.8,5,1,2,15.0,2,1
C-01409,Enterprise,mensile,54,188,87,3.4,4,2,4,13.4,2,0
C-01410,Pro,mensile,12,25,18,3.4,7,3,2,16.5,0,0
C-01411,Pro,annuale,28,13,9,4.1,6,1,0,8.2,0,0
C-01412,Enterprise,mensile,43,106,47,4.9,5,0,3,18.3,1,0
C-01413,Pro,mensile,64,26,13,2.6,5,0,3,10.1,0,0
C-01414,Enterprise,mensile,38,205,55,4.6,4,2,2,8.4,1,0
C-01415,Basic,mensile,15,1,1,5.1,6,0,2,5.2,1,0
C-01416,Pro,mensile,31,46,37,5.7,5,0,1,2.9,0,0
C-01417,Pro,annuale,62,24,6,3.9,7,1,3,3.9,0,0
C-01418,Pro,annuale,12,27,21,3.4,6,5,2,11.4,1,0
C-01419,Enterprise,mensile,5,281,240,2.5,5,2,2,5.8,0,0
C-01420,Enterprise,annuale,10,195,77,1.2,7,0,4,3.7,1,0
C-01421,Pro,annuale,29,36,31,2.8,8,3,4,7.8,1,0
C-01422,Pro,mensile,16,28,14,3.4,7,3,1,11.8,0,0
C-01423,Pro,annuale,20,17,13,3.0,5,1,3,12.8,0,0
C-01424,Basic,mensile,33,1,1,4.0,5,1,2,9.8,0,0
C-01425,Basic,mensile,10,7,6,1.2,6,1,1,9.6,0,0
C-01426,Basic,mensile,19,6,5,2.9,7,3,1,7.2,0,1
C-01427,Basic,mensile,14,6,5,6.0,9,2,1,14.6,0,0
C-01428,Basic,annuale,61,1,1,4.6,5,1,4,9.0,1,0
C-01429,Pro,annuale,37,48,36,4.1,6,2,3,9.6,1,0
C-01430,Basic,annuale,16,6,4,3.7,4,1,1,18.6,0,0
C-01431,Enterprise,annuale,15,195,44,2.7,3,1,4,16.1,1,1
C-01432,Pro,annuale,65,44,30,0.7,4,1,0,9.0,1,0
C-01433,Basic,annuale,62,4,3,3.8,2,3,2,8.2,1,0
C-01434,Basic,mensile,29,1,0,0.0,5,3,1,8.2,0,0
C-01435,Basic,mensile,20,6,2,2.7,5,1,1,3.0,0,0
C-01436,Enterprise,annuale,7,123,72,3.2,6,1,0,19.3,0,0
C-01437,Basic,mensile,10,3,2,2.6,6,2,4,6.6,0,0
C-01438,Pro,mensile,6,26,18,6.2,4,2,0,16.7,0,0
C-01439,Enterprise,mensile,44,265,194,5.8,6,0,1,10.3,0,0
C-01440,Enterprise,annuale,7,63,57,4.6,4,2,1,23.0,1,0
C-01441,Basic,mensile,15,6,4,1.9,1,3,3,13.7,2,0
C-01442,Basic,mensile,3,7,3,5.9,9,0,2,17.3,0,0
C-01443,Basic,mensile,5,1,1,4.1,2,1,2,7.0,0,0
C-01444,Basic,mensile,34,2,1,1.9,5,0,2,4.6,0,0
C-01445,Basic,annuale,26,4,3,3.2,6,0,4,10.9,1,0
C-01446,Pro,mensile,21,14,6,4.5,5,2,2,3.2,0,0
C-01447,Enterprise,annuale,15,64,53,2.4,5,1,2,7.6,1,0
C-01448,Pro,annuale,4,13,9,3.4,6,0,0,4.9,1,0
C-01449,Pro,mensile,13,50,23,3.6,6,1,0,6.0,0,0
C-01450,Basic,annuale,18,6,4,1.7,5,2,6,14.3,1,0
C-01451,Pro,annuale,32,28,18,2.8,7,3,5,13.7,0,0
C-01452,Pro,annuale,42,14,11,1.8,3,0,1,9.1,0,0
C-01453,Enterprise,mensile,35,194,172,4.4,5,0,0,12.1,1,0
C-01454,Enterprise,mensile,26,275,202,1.9,4,0,2,7.2,0,0
C-01455,Basic,annuale,21,7,4,3.6,2,2,1,42.9,0,0
C-01456,Basic,annuale,24,9,8,1.3,9,0,0,12.0,1,0
C-01457,Basic,annuale,13,3,2,1.6,6,2,1,7.0,1,0
C-01458,Basic,annuale,22,6,4,1.5,4,3,0,16.9,1,0
C-01459,Enterprise,mensile,18,237,183,2.8,5,1,0,21.0,0,0
C-01460,Basic,annuale,83,8,5,3.5,4,5,2,6.3,1,0
C-01461,Pro,mensile,25,5,3,3.7,6,0,1,4.3,0,0
C-01462,Pro,annuale,2,6,3,0.7,5,1,0,4.8,0,0
C-01463,Basic,mensile,14,3,2,3.0,8,2,0,6.7,0,0
C-01464,Basic,mensile,17,4,2,2.1,4,0,4,9.7,1,0
C-01465,Pro,annuale,38,23,16,3.9,5,1,4,3.8,1,0
C-01466,Pro,annuale,27,37,23,2.8,8,0,3,7.8,0,0
C-01467,Basic,annuale,26,3,2,3.1,7,1,0,8.8,0,0
C-01468,Basic,mensile,50,2,1,2.2,4,4,2,12.2,1,0
C-01469,Pro,mensile,62,39,36,5.6,5,3,0,14.4,0,0
C-01470,Basic,annuale,34,6,4,1.4,7,0,1,12.7,0,0
C-01471,Enterprise,mensile,15,170,130,2.6,6,0,2,29.3,0,0
C-01472,Basic,mensile,16,6,5,3.4,6,0,1,19.3,0,0
C-01473,Basic,annuale,46,7,6,2.8,6,0,1,11.4,0,0
C-01474,Pro,mensile,16,9,8,2.1,8,1,3,5.6,1,0
C-01475,Pro,annuale,20,48,25,0.7,5,0,4,6.7,0,0
C-01476,Pro,mensile,14,35,22,2.2,4,2,1,4.2,1,0
C-01477,Basic,annuale,8,1,1,1.9,5,1,2,11.0,1,0
C-01478,Enterprise,annuale,79,215,61,5.6,6,3,1,12.2,0,0
C-01479,Pro,annuale,20,21,14,6.4,5,1,4,17.1,1,0
C-01480,Pro,annuale,55,28,25,3.1,5,2,3,11.7,1,0
C-01481,Basic,mensile,16,4,3,1.2,6,0,1,18.8,2,1
C-01482,Basic,annuale,12,3,1,4.2,5,2,1,19.1,1,0
C-01483,Pro,annuale,32,9,5,1.8,8,1,5,5.4,0,0
C-01484,Basic,annuale,42,3,2,2.4,5,1,1,7.3,1,0
C-01485,Pro,annuale,44,31,22,2.3,6,5,1,9.9,1,0
C-01486,Basic,annuale,18,4,3,2.5,6,0,1,6.5,1,0
