id_pr,tipo,righe_aggiunte,righe_rimosse,file_modificati,moduli_toccati,complessita_media,test_aggiunti,copertura_modulo,esperienza_autore_mesi,commit_autore_modulo,reviewer,commenti_review,ora_merge,giorno_merge,bug_entro_30gg
3970,feature,38,28,3,1,10.2,0,54.0,21,1,1,5,14,Mer,0
3971,feature,175,61,5,2,13.5,0,67.7,20,3,1,4,14,Gio,0
3972,feature,92,3,3,1,2.7,1,56.6,20,6,2,5,10,Gio,0
3973,refactor,331,3,7,2,15.0,0,45.9,43,11,2,4,21,Gio,1
3974,feature,270,27,6,2,7.9,1,42.7,43,15,0,0,19,Ven,0
3975,feature,86,8,2,1,5.0,0,47.1,52,14,2,7,12,Lun,0
3976,feature,47,40,2,2,5.9,0,60.6,40,15,0,0,15,Mer,0
3977,feature,11,9,1,1,3.8,0,70.6,13,3,1,2,19,Mar,0
3978,fix,115,40,4,2,29.5,0,41.8,2,1,1,6,11,Ven,1
3979,refactor,68,109,4,1,4.9,0,55.3,40,12,1,5,17,Mar,0
3980,feature,284,8,7,3,10.3,1,61.2,78,21,1,2,8,Ven,1
3981,feature,25,13,2,1,5.2,1,24.3,65,20,1,3,12,Gio,0
3982,fix,21,25,3,2,13.4,1,88.0,46,12,2,1,10,Ven,0
3983,fix,786,44,15,4,10.9,0,87.1,43,11,1,6,9,Gio,1
3984,fix,85,14,4,2,9.2,0,36.4,33,8,2,5,13,Mer,0
3985,feature,38,21,2,2,4.3,1,61.2,51,8,1,5,11,Mer,0
3986,feature,1137,5,20,5,2.3,0,67.1,56,16,2,2,14,Ven,0
3987,feature,135,60,4,1,4.3,0,73.0,11,6,2,6,3,Ven,0
3988,feature,4,11,1,2,14.1,1,50.9,22,5,1,6,8,Mer,0
3989,refactor,47,24,2,2,8.8,1,87.2,17,5,1,2,18,Mer,1
3990,feature,106,45,4,1,13.2,0,66.7,6,3,2,3,3,Gio,0
3991,feature,24,17,3,1,2.3,1,55.1,52,14,1,4,10,Ven,0
3992,fix,53,98,4,1,21.1,0,56.2,4,1,1,3,11,Gio,0
3993,fix,185,15,4,2,5.9,0,73.1,24,4,1,5,9,Lun,0
3994,feature,71,86,6,2,28.7,0,68.8,37,6,0,0,10,Mar,0
3995,refactor,90,46,3,2,3.6,1,82.6,33,7,1,2,9,Lun,0
3996,feature,43,3,5,1,14.4,0,58.0,7,2,1,2,16,Ven,1
3997,feature,34,5,1,1,6.6,1,31.5,37,12,2,3,17,Lun,0
3998,fix,70,5,1,2,8.5,1,57.1,3,0,2,1,15,Ven,0
3999,fix,536,41,12,3,18.0,0,85.2,11,2,1,6,14,Mer,1
4000,feature,43,181,7,2,10.7,0,52.5,10,3,1,2,16,Lun,0
4001,refactor,7,3,2,1,8.7,0,68.0,32,5,2,2,17,Lun,0
4002,feature,48,113,6,3,12.3,1,66.8,46,19,1,4,7,Gio,0
4003,fix,19,89,3,2,6.8,1,56.6,32,9,0,3,17,Mer,0
4004,feature,392,195,10,3,6.6,0,42.0,45,13,2,4,11,Ven,0
4005,feature,96,316,9,2,20.6,1,62.2,19,2,3,3,15,Mar,0
4006,feature,24,21,2,2,18.9,0,71.2,5,0,2,6,10,Mar,0
4007,fix,80,887,17,5,12.5,1,35.0,12,3,1,9,10,Lun,0
4008,fix,34,88,3,2,6.1,1,70.4,57,13,2,2,12,Mar,0
4009,fix,17,1,2,2,9.3,0,68.4,43,11,2,4,10,Mer,0
4010,fix,28,58,2,2,2.2,0,65.6,33,6,1,3,13,Lun,0
4011,refactor,70,70,3,2,11.6,0,93.0,50,7,1,1,18,Gio,0
4012,feature,219,17,4,1,8.3,0,72.3,12,3,1,6,18,Mar,0
4013,feature,20,270,7,2,10.5,0,63.9,20,5,3,6,15,Gio,0
4014,feature,8,33,3,2,9.8,0,75.3,12,1,1,4,17,Ven,0
4015,fix,328,30,7,3,5.2,1,62.0,42,9,3,4,11,Gio,0
4016,feature,47,9,2,2,1.4,0,75.5,53,12,2,4,17,Ven,0
4017,feature,152,77,6,3,12.5,0,81.6,40,10,1,4,10,Mar,0
4018,fix,191,12,4,1,7.2,1,30.5,29,9,1,6,11,Mar,0
4019,feature,40,131,5,2,3.0,1,75.4,44,12,1,4,4,Gio,0
4020,feature,15,17,3,2,24.4,1,79.4,15,3,1,6,16,Mer,0
4021,feature,42,1,4,2,4.0,1,61.9,22,1,1,3,15,Lun,0
4022,fix,146,38,4,1,6.0,1,63.9,10,3,0,0,15,Lun,0
4023,refactor,21,108,3,2,7.9,1,50.5,23,6,2,0,11,Lun,0
4024,fix,35,9,1,1,6.5,0,75.7,25,3,2,3,14,Ven,0
4025,refactor,58,73,2,2,6.8,1,52.9,12,3,1,5,11,Mer,0
4026,feature,20,7,3,1,6.8,1,78.7,39,12,1,3,16,Mer,0
4027,feature,142,33,6,2,11.5,1,76.9,17,4,3,5,18,Mar,0
4028,feature,217,15,6,2,3.2,0,67.1,21,8,2,4,13,Gio,0
4029,feature,195,13,5,2,11.0,1,59.9,34,8,0,1,15,Mar,0
4030,refactor,27,155,5,2,4.7,1,34.6,6,0,0,0,12,Ven,0
4031,feature,30,17,2,1,14.9,1,52.5,24,5,2,5,12,Gio,0
4032,refactor,37,41,2,2,4.5,0,64.8,5,1,0,0,12,Ven,0
4033,fix,13,47,3,2,5.4,1,61.2,4,2,2,7,12,Lun,1
4034,feature,58,21,2,1,7.9,1,76.4,7,1,1,3,11,Gio,0
4035,fix,45,12,2,1,9.7,0,80.2,50,13,2,3,15,Mar,0
4036,refactor,5,108,3,2,18.2,0,71.1,18,2,1,5,15,Mar,0
4037,fix,76,214,6,3,10.0,1,45.6,7,1,3,1,13,Lun,0
4038,feature,156,233,8,3,17.3,0,54.5,30,7,1,11,17,Mer,1
4039,feature,33,6,2,2,12.0,0,49.6,55,18,2,6,12,Ven,0
4040,refactor,140,5,8,3,6.1,1,42.8,11,4,1,3,19,Mer,0
4041,refactor,48,42,4,2,25.4,1,46.5,34,9,2,6,10,Mar,0
4042,feature,69,76,3,2,12.7,0,72.8,15,5,2,7,10,Mar,0
4043,fix,115,17,4,1,11.8,0,60.9,13,3,3,4,13,Mer,1
4044,refactor,40,42,2,1,5.8,0,77.2,24,7,3,5,14,Ven,0
4045,feature,38,24,1,1,5.9,1,67.4,4,2,1,3,15,Gio,0
4046,refactor,238,59,6,3,3.2,1,48.4,5,1,2,4,10,Gio,0
4047,feature,237,31,8,2,14.5,1,72.6,22,5,1,9,8,Ven,1
4048,feature,321,3,6,2,5.3,1,79.1,15,5,1,5,15,Mer,0
4049,fix,795,77,16,5,3.4,1,44.1,48,9,1,4,10,Lun,0
4050,fix,27,18,1,1,2.4,1,53.7,54,17,1,2,18,Mer,0
4051,refactor,364,83,10,2,8.6,0,77.3,33,10,1,4,15,Mar,0
4052,refactor,87,1,1,1,15.6,0,35.0,30,9,2,5,14,Gio,0
4053,fix,99,7,3,2,11.4,1,72.0,42,5,1,0,14,Gio,0
4054,refactor,41,19,3,2,4.5,0,80.1,50,14,3,3,12,Mer,0
4055,feature,151,16,4,1,10.2,1,75.9,18,3,1,3,16,Gio,0
4056,feature,14,118,3,1,14.1,1,45.1,20,7,1,5,9,Gio,0
4057,refactor,43,23,2,2,5.0,0,86.3,47,8,1,5,16,Ven,0
4058,feature,18,57,3,1,5.9,0,56.4,9,2,1,6,11,Ven,0
4059,feature,20,55,4,2,11.6,0,80.1,7,0,1,4,17,Mer,0
4060,feature,93,19,4,1,11.8,1,63.3,5,1,1,0,10,Mer,0
4061,fix,357,20,7,3,11.2,0,54.6,54,7,2,4,13,Mar,0
4062,feature,164,79,5,1,5.9,1,86.2,13,2,2,4,16,Mer,0
4063,feature,7,23,2,1,17.3,0,64.1,69,26,2,3,10,Mer,0
4064,refactor,22,3,1,2,8.6,0,55.8,52,17,3,3,21,Mer,0
4065,feature,39,13,3,1,10.1,1,73.0,39,6,3,5,15,Mar,0
4066,feature,47,9,4,1,5.5,0,74.3,11,1,2,1,12,Gio,0
4067,feature,63,53,3,1,7.1,0,52.5,31,6,3,5,17,Gio,0
4068,feature,122,4,8,3,3.8,0,85.0,31,9,3,2,12,Gio,0
4069,feature,139,23,5,2,10.9,0,86.6,50,10,3,4,4,Mar,0
4070,refactor,5,12,4,1,26.4,1,72.6,48,10,2,4,7,Lun,0
4071,refactor,136,69,5,2,4.6,0,34.2,25,10,3,3,10,Gio,0
4072,feature,38,49,6,3,6.8,0,46.2,3,2,2,0,18,Ven,0
4073,fix,74,13,2,2,1.9,0,60.3,58,13,2,4,16,Lun,0
4074,fix,33,11,6,3,4.4,1,68.4,12,3,2,4,17,Mar,0
4075,fix,452,177,11,4,4.5,1,37.3,45,20,1,4,20,Gio,0
4076,fix,204,377,11,3,10.1,1,74.6,11,7,1,5,14,Mar,1
4077,fix,23,59,2,1,10.0,0,57.4,17,6,2,3,16,Mar,0
4078,fix,179,113,7,3,15.4,1,58.3,103,21,1,4,10,Gio,0
4079,feature,318,23,6,3,18.8,0,90.9,34,5,1,6,13,Mar,0
4080,feature,112,50,6,3,13.4,0,72.2,34,11,2,6,8,Mar,0
4081,fix,99,48,3,2,14.3,1,65.5,40,8,1,2,11,Mer,0
4082,fix,48,100,3,1,8.3,1,60.9,58,16,2,0,17,Ven,1
4083,feature,57,26,3,1,8.3,0,73.0,39,10,2,3,17,Lun,0
4084,fix,49,122,4,2,3.1,0,60.8,34,9,1,7,17,Lun,0
4085,feature,727,12,13,4,4.3,0,69.9,20,4,2,7,12,Gio,1
4086,feature,26,26,3,1,3.2,1,38.8,8,0,0,2,13,Mer,0
4087,feature,74,12,1,2,9.8,1,84.6,75,15,2,4,16,Mar,0
4088,refactor,76,10,2,1,7.7,1,78.2,9,3,2,3,11,Ven,0
4089,fix,71,74,3,1,14.2,0,70.5,19,6,1,4,17,Mer,0
4090,feature,37,9,4,1,8.1,0,47.8,17,8,0,1,13,Lun,0
4091,fix,18,210,5,2,7.5,0,62.5,39,6,2,3,12,Gio,0
4092,feature,40,46,1,2,5.0,1,74.9,5,2,2,5,19,Mar,0
4093,refactor,100,38,2,1,5.1,1,62.7,40,5,1,4,11,Mar,0
4094,feature,53,14,2,1,2.3,1,71.0,13,8,2,3,18,Ven,0
4095,refactor,71,41,3,2,15.6,1,75.6,68,19,2,2,12,Lun,0
4096,fix,121,62,3,1,4.4,0,66.5,52,11,1,7,16,Lun,1
4097,refactor,303,287,12,4,2.0,0,61.9,29,6,1,7,14,Lun,1
4098,refactor,86,18,5,1,4.2,0,62.2,36,3,0,1,8,Gio,0
4099,feature,65,39,2,1,6.7,1,63.4,54,11,1,10,18,Mer,0
4100,refactor,43,15,2,2,4.1,1,60.3,14,3,1,2,13,Mer,0
4101,fix,57,26,2,1,11.6,1,85.8,22,4,3,2,15,Lun,0
4102,refactor,106,19,4,2,5.8,0,84.1,101,22,1,6,11,Gio,0
4103,refactor,77,215,7,3,3.3,0,80.6,56,16,2,5,8,Gio,0
4104,feature,113,35,3,1,7.7,1,76.8,11,2,2,5,14,Ven,0
4105,feature,172,55,6,2,15.5,1,47.4,16,3,1,5,15,Lun,1
4106,feature,9,149,4,2,21.0,1,62.4,11,2,1,7,14,Lun,0
4107,fix,117,94,5,2,4.3,0,73.9,76,19,1,4,8,Lun,0
4108,feature,57,86,2,2,5.6,1,58.1,18,0,1,4,19,Gio,0
4109,feature,68,13,1,1,17.6,1,48.3,55,14,3,2,16,Mar,0
4110,feature,42,117,5,2,7.6,1,63.6,6,0,1,3,11,Mar,0
4111,fix,127,23,9,3,8.9,0,41.5,13,3,1,5,17,Lun,0
4112,feature,77,49,5,1,5.2,1,55.2,89,19,2,1,7,Mar,0
4113,feature,11,8,4,2,3.6,1,60.4,27,8,2,5,11,Gio,0
4114,fix,124,7,2,1,7.2,0,58.2,4,0,2,5,20,Mar,0
4115,refactor,113,57,4,2,3.3,0,78.2,8,1,1,3,14,Mer,0
4116,feature,153,35,4,1,9.4,1,48.1,8,1,1,3,18,Gio,0
4117,refactor,23,11,1,1,16.6,1,86.1,3,1,2,0,10,Gio,0
4118,feature,38,15,2,1,8.9,1,37.3,24,5,1,3,17,Mar,0
4119,refactor,36,9,1,1,5.4,0,84.3,60,20,3,5,10,Gio,0
4120,feature,12,19,2,2,7.9,0,59.3,50,11,1,3,16,Ven,0
4121,refactor,26,8,2,1,5.1,0,90.3,87,22,1,0,16,Mer,0
4122,feature,7,6,1,2,3.8,1,89.3,48,7,2,3,11,Mer,0
4123,refactor,80,155,5,1,5.5,0,94.4,10,4,3,3,13,Mar,0
4124,feature,57,10,2,2,8.2,0,50.5,56,16,0,0,17,Lun,0
4125,fix,128,136,7,3,7.4,1,73.8,32,12,1,4,16,Mar,0
4126,feature,124,3,3,1,15.6,1,46.8,38,11,1,1,14,Gio,1
4127,feature,180,13,4,1,5.8,0,83.8,30,10,1,6,14,Mar,0
4128,fix,154,12,4,2,24.6,0,40.3,49,12,1,2,8,Gio,0
4129,refactor,85,238,5,1,5.2,0,69.2,61,12,3,7,8,Gio,0
4130,feature,82,48,3,2,5.1,1,81.9,31,7,2,1,11,Lun,0
4131,feature,319,6,7,2,5.3,0,71.1,41,10,1,3,11,Gio,0
4132,refactor,109,19,7,3,4.5,0,69.7,8,0,1,1,19,Ven,0
4133,feature,8,144,5,2,7.5,0,59.2,61,23,0,1,10,Lun,0
4134,refactor,261,112,7,2,6.2,1,52.3,38,10,1,5,9,Mer,0
4135,feature,18,16,2,1,9.2,1,68.2,19,4,2,2,13,Mar,0
4136,feature,608,385,17,5,4.9,1,77.2,10,2,1,5,13,Gio,0
4137,refactor,28,10,1,2,9.4,1,38.7,17,2,1,5,14,Mar,0
4138,fix,1002,78,19,4,4.6,0,85.1,60,23,1,9,9,Mer,0
4139,fix,9,18,1,1,7.6,0,66.5,20,6,2,2,8,Gio,0
4140,feature,129,40,4,1,16.4,1,64.4,41,7,1,3,8,Gio,0
4141,feature,22,36,2,1,4.3,1,36.4,18,3,1,0,16,Gio,0
4142,feature,113,83,5,2,7.0,0,49.0,22,7,1,4,15,Mer,0
4143,refactor,68,380,7,2,11.3,0,85.7,88,21,1,3,10,Mar,1
4144,feature,169,99,5,2,4.2,1,46.6,25,5,1,2,17,Gio,0
4145,fix,36,90,5,2,14.1,1,81.8,34,15,1,7,18,Lun,0
4146,fix,98,6,2,1,9.6,1,54.6,61,17,2,0,16,Lun,0
4147,refactor,180,6,7,2,8.2,0,60.5,7,3,3,5,16,Ven,0
4148,feature,171,59,6,3,3.3,0,52.4,12,2,1,3,7,Lun,0
4149,refactor,152,8,3,1,2.0,1,79.2,10,3,3,9,12,Mar,0
4150,feature,39,21,4,2,3.1,1,53.7,31,15,1,4,21,Ven,0
4151,fix,66,10,1,2,6.7,0,65.2,16,2,1,6,14,Lun,0
4152,feature,50,124,5,2,15.2,0,54.5,44,15,1,3,15,Mar,0
4153,feature,101,3,2,2,25.4,1,60.2,70,20,2,7,17,Ven,0
4154,refactor,134,21,4,1,10.9,0,23.7,86,31,1,8,7,Gio,1
4155,refactor,192,42,5,2,5.0,0,54.4,4,0,0,0,17,Ven,0
4156,refactor,67,11,5,1,4.4,1,71.8,16,3,1,2,12,Mer,0
4157,refactor,40,13,2,1,5.9,1,66.8,52,9,1,2,8,Mar,0
4158,feature,70,38,5,2,8.6,1,69.9,12,2,2,3,18,Ven,1
4159,refactor,64,7,1,1,8.5,0,65.7,31,9,1,5,15,Mar,0
4160,feature,671,66,15,3,3.4,1,62.1,47,10,1,4,1,Gio,0
4161,fix,16,8,2,1,6.7,0,79.3,59,11,2,3,15,Gio,0
4162,feature,61,121,3,2,9.7,0,35.9,26,6,2,2,12,Mer,1
4163,feature,18,18,2,2,4.9,0,60.7,29,5,1,3,12,Gio,0
4164,feature,64,7,1,1,6.6,0,44.2,6,2,2,6,17,Gio,0
4165,fix,18,77,4,2,10.5,0,84.4,29,8,3,1,11,Lun,0
4166,fix,13,5,2,2,8.4,1,53.3,28,5,1,6,9,Mar,0
4167,refactor,5,32,2,2,8.1,0,86.3,10,4,2,2,18,Gio,0
4168,feature,15,12,1,1,9.0,0,80.4,51,17,1,1,9,Mer,0
4169,fix,872,52,15,3,25.7,1,31.2,32,6,3,3,15,Mar,0
4170,feature,8,203,5,2,19.1,1,44.7,7,2,0,0,13,Mer,1
4171,feature,285,10,6,2,3.4,1,83.6,18,5,0,1,11,Mar,0
4172,fix,29,40,3,1,22.7,1,61.5,9,0,2,5,8,Mer,0
4173,feature,65,10,1,2,9.7,0,67.0,14,2,3,1,18,Ven,0
4174,refactor,71,2,3,2,2.5,0,82.8,50,13,2,3,16,Mer,0
4175,feature,122,20,2,2,5.8,1,21.2,37,9,2,3,18,Lun,0
4176,refactor,254,24,7,2,3.1,0,46.9,117,22,1,7,14,Mer,0
4177,feature,65,22,2,1,3.6,1,39.5,84,26,1,7,19,Ven,0
4178,fix,822,20,15,3,8.7,0,94.0,5,1,2,2,13,Mer,1
4179,fix,146,32,6,3,7.5,0,25.6,17,5,1,1,9,Gio,1
4180,fix,115,99,5,2,3.3,0,77.8,84,23,2,2,8,Mar,0
4181,feature,13,10,1,2,12.2,0,81.5,31,13,1,1,15,Mar,0
4182,feature,64,77,4,1,5.6,1,60.7,50,13,2,3,13,Lun,0
4183,feature,33,32,1,1,10.9,1,37.7,18,6,0,2,8,Gio,0
4184,fix,59,115,3,1,7.7,1,93.2,16,4,1,5,10,Ven,0
4185,feature,105,8,5,2,7.6,0,65.5,41,13,2,0,16,Lun,0
4186,refactor,374,7,6,2,14.7,1,73.8,49,12,3,4,18,Gio,0
4187,feature,361,49,7,3,19.6,1,62.6,7,2,1,3,14,Lun,0
4188,feature,14,8,1,1,1.0,0,76.5,2,0,1,6,16,Mar,0
4189,refactor,56,51,2,1,9.7,0,50.3,50,7,1,6,17,Mar,0
4190,refactor,59,199,6,2,6.5,1,81.3,31,4,1,8,14,Mar,0
4191,feature,52,25,3,1,5.3,0,92.6,53,11,1,9,12,Gio,0
4192,feature,82,13,2,1,7.6,1,91.3,14,3,1,4,16,Gio,0
4193,feature,24,142,4,2,34.4,1,33.9,14,1,3,1,15,Gio,1
4194,refactor,915,48,16,4,21.3,1,77.3,25,2,1,5,15,Mer,0
4195,fix,54,37,3,1,6.2,1,49.3,56,13,1,7,21,Mar,0
4196,refactor,61,5,4,1,4.5,1,75.9,6,1,1,1,21,Mer,0
4197,feature,133,21,5,2,11.3,0,81.5,11,4,1,4,13,Mer,0
4198,fix,8,26,3,2,12.2,1,73.3,64,19,3,1,17,Mar,0
4199,fix,41,31,1,1,7.8,1,81.3,43,16,2,0,15,Lun,0
4200,fix,53,304,6,3,12.5,1,77.1,5,0,1,3,9,Ven,0
4201,refactor,29,44,2,1,4.0,0,86.1,23,1,1,6,9,Gio,0
4202,feature,6,209,5,1,6.6,1,44.8,62,16,0,0,8,Mer,0
4203,feature,1374,270,28,6,9.3,1,67.8,7,2,1,5,12,Ven,0
4204,feature,396,86,9,3,3.5,1,66.0,61,10,1,5,16,Mer,0
4205,fix,203,15,5,1,11.4,1,67.2,31,6,2,4,12,Mer,0
4206,feature,179,165,6,3,2.8,0,78.6,35,11,1,8,15,Mar,0
4207,feature,26,41,2,1,6.2,1,71.9,85,21,1,6,10,Mar,1
4208,refactor,104,7,4,2,6.1,1,34.9,42,10,1,1,17,Ven,0
4209,refactor,45,4,2,1,3.6,1,52.2,33,8,3,2,17,Gio,0
4210,feature,95,41,3,2,6.7,0,46.3,53,11,1,3,18,Ven,0
4211,feature,13,33,3,2,14.8,1,44.2,87,22,0,1,10,Mar,0
4212,fix,45,11,3,1,6.0,1,62.2,65,15,1,1,16,Gio,0
4213,refactor,34,78,3,2,3.9,0,81.6,5,0,3,9,21,Gio,0
4214,fix,212,11,5,2,14.9,0,82.8,101,29,1,1,20,Gio,0
4215,refactor,250,7,6,2,3.9,0,32.1,38,11,1,5,14,Lun,0
4216,feature,351,44,8,3,4.6,1,50.0,8,0,1,3,17,Gio,0
4217,fix,180,34,4,2,10.8,0,53.7,17,6,1,4,10,Ven,0
4218,feature,61,30,3,2,4.2,0,69.1,2,0,2,4,12,Mer,0
4219,feature,116,21,5,2,7.6,1,40.8,58,18,2,5,16,Ven,0
4220,feature,52,87,3,1,13.8,1,70.4,26,4,1,2,13,Gio,0
4221,feature,203,7,5,2,9.9,1,54.7,32,11,1,8,13,Gio,0
4222,refactor,142,15,4,2,22.7,1,61.0,31,7,2,3,11,Gio,1
4223,feature,62,17,3,2,30.6,1,87.6,4,1,0,2,13,Mar,0
4224,feature,106,50,3,2,3.3,1,52.8,16,4,1,2,21,Lun,1
4225,fix,46,56,4,1,5.6,0,81.2,93,21,2,4,17,Mer,0
4226,refactor,83,15,3,1,13.7,1,52.1,15,5,1,7,10,Mar,0
4227,feature,79,43,3,2,4.3,0,56.1,88,29,1,4,4,Gio,0
4228,feature,144,81,5,1,14.5,0,70.1,37,9,2,5,15,Gio,0
4229,feature,9,130,4,2,9.3,0,66.1,27,6,1,3,17,Mer,0
4230,fix,51,21,5,1,10.2,1,61.8,10,0,1,6,10,Lun,0
4231,refactor,225,97,6,3,14.5,1,71.4,14,5,1,4,11,Mar,0
4232,feature,214,207,10,2,5.3,0,40.1,14,1,2,1,14,Gio,0
4233,feature,219,36,5,2,10.9,1,29.4,63,16,1,3,19,Lun,1
4234,refactor,394,32,8,2,10.8,0,46.7,14,5,1,4,16,Ven,1
4235,fix,98,42,2,1,5.5,0,52.9,34,9,1,3,15,Gio,0
4236,refactor,109,52,4,1,2.5,1,68.5,7,1,2,4,16,Lun,0
4237,feature,102,37,2,2,17.8,0,57.9,17,6,1,6,10,Mer,0
4238,refactor,394,26,7,3,8.1,1,70.6,20,5,1,5,16,Gio,0
4239,feature,698,663,23,5,21.6,0,66.4,62,16,2,6,16,Gio,1
4240,feature,31,9,2,1,6.3,0,37.3,71,19,1,5,16,Mar,0
4241,feature,10,102,2,2,16.3,1,47.4,39,7,2,5,13,Mer,0
4242,fix,680,37,14,3,5.6,1,68.2,4,0,1,7,15,Ven,0
4243,refactor,112,8,4,2,5.2,0,73.0,45,11,1,6,8,Mer,0
4244,feature,17,56,1,1,3.0,0,76.7,54,15,1,3,14,Mer,0
4245,feature,22,4,1,2,3.6,0,53.2,19,7,1,4,18,Mar,0
4246,fix,155,52,4,1,7.6,1,42.0,36,8,2,4,14,Lun,0
4247,feature,93,76,5,2,7.1,0,81.8,92,26,1,5,14,Gio,0
4248,feature,221,35,4,1,8.5,0,69.4,129,35,1,5,20,Lun,0
4249,feature,21,18,2,1,5.8,0,68.2,23,12,1,3,7,Gio,0
4250,feature,482,28,9,3,1.5,1,69.1,12,0,1,8,13,Mer,0
4251,refactor,158,41,6,3,3.2,0,55.3,23,5,2,9,9,Mar,0
4252,feature,249,28,5,1,17.8,1,48.2,55,11,1,3,18,Gio,0
4253,feature,684,8,13,4,17.0,1,62.3,21,5,1,2,12,Mer,0
4254,refactor,200,51,8,3,4.0,1,80.0,56,23,1,6,13,Ven,1
4255,feature,70,120,3,1,4.6,0,79.2,15,7,2,4,14,Mar,0
4256,feature,254,57,6,3,18.1,1,43.3,46,9,1,7,16,Mer,0
4257,refactor,211,4,5,2,11.9,1,77.7,31,6,1,3,11,Mar,0
4258,fix,35,453,9,3,15.9,1,52.7,18,4,2,7,11,Mar,0
4259,feature,22,71,3,2,10.9,1,42.5,16,3,1,3,16,Lun,0
4260,feature,160,19,6,2,5.1,1,85.7,13,1,2,2,17,Mer,0
4261,refactor,42,34,1,1,19.8,1,45.8,18,9,2,4,9,Lun,0
4262,refactor,167,196,6,3,3.6,1,33.1,28,10,0,1,15,Gio,0
4263,feature,155,24,3,2,11.8,0,72.0,3,0,2,2,17,Mar,0
4264,fix,46,71,2,2,6.4,0,59.5,38,13,1,4,18,Mar,1
4265,fix,26,26,2,1,6.9,1,69.0,23,8,1,3,15,Lun,0
4266,feature,162,75,7,3,10.2,0,41.3,7,4,1,5,17,Ven,1
4267,refactor,51,21,4,1,21.2,0,76.0,15,4,1,2,19,Ven,0
4268,feature,33,20,6,3,9.5,0,49.7,21,8,1,5,8,Ven,0
4269,feature,35,240,8,3,7.4,1,73.4,12,4,1,3,14,Lun,0
4270,feature,118,98,4,2,9.6,1,73.2,65,20,2,4,8,Mer,0
4271,fix,209,15,6,2,10.0,1,55.2,46,18,1,3,11,Gio,0
4272,feature,107,58,5,2,13.8,1,28.2,13,3,2,5,11,Mer,0
4273,feature,15,89,7,3,9.1,1,57.3,14,4,1,1,17,Mar,0
4274,feature,62,152,4,2,1.2,1,63.8,17,4,1,2,11,Gio,0
4275,refactor,289,232,10,3,3.9,0,53.3,58,10,1,1,15,Mar,0
4276,refactor,97,634,15,4,9.2,0,76.2,29,4,1,5,14,Gio,1
4277,fix,353,59,7,2,1.2,0,71.9,32,5,1,5,14,Gio,0
4278,refactor,537,89,11,4,9.5,0,52.0,9,1,1,7,21,Lun,1
4279,feature,44,52,3,1,4.8,0,50.3,7,3,2,3,18,Gio,0
4280,fix,38,56,5,2,6.3,1,85.7,16,5,1,4,9,Lun,0
4281,fix,30,68,3,2,12.9,0,65.6,61,21,1,4,9,Ven,0
4282,feature,164,124,7,2,6.7,1,69.1,20,4,3,5,15,Mar,0
4283,fix,190,101,6,2,19.5,1,60.4,76,20,2,1,18,Ven,0
4284,fix,14,121,2,1,9.0,1,80.1,21,4,2,2,8,Mer,0
4285,feature,333,38,7,3,14.5,1,38.7,28,7,1,5,9,Lun,0
4286,fix,145,2,3,1,6.0,1,33.4,82,22,1,3,15,Gio,0
4287,feature,163,22,6,2,1.5,0,64.8,37,7,1,4,17,Gio,0
4288,feature,64,27,3,2,3.4,0,37.7,35,10,1,4,9,Gio,0
4289,feature,13,16,2,2,6.8,1,90.3,44,12,3,3,19,Mer,0
4290,refactor,165,14,4,2,19.5,1,70.9,42,9,1,2,16,Mar,0
4291,refactor,202,12,5,2,5.4,1,69.8,10,0,1,5,16,Mar,0
4292,fix,46,5,2,2,12.7,0,50.9,24,4,0,0,14,Gio,0
4293,feature,239,18,5,2,10.2,1,62.6,8,2,1,1,7,Lun,0
4294,feature,47,3,3,1,8.3,0,63.8,39,17,3,4,16,Lun,0
4295,feature,31,55,4,2,6.1,0,87.7,33,2,1,2,16,Gio,0
4296,feature,148,157,5,1,16.3,0,33.7,56,14,2,8,13,Mar,1
4297,fix,214,84,7,3,2.6,1,55.0,7,3,1,3,11,Gio,0
4298,refactor,64,13,2,2,7.7,1,65.2,32,1,2,1,19,Lun,1
4299,fix,210,50,5,1,4.2,1,75.6,18,6,0,0,15,Gio,0
4300,feature,26,20,3,1,19.8,0,73.1,43,9,2,6,14,Gio,0
4301,feature,9,200,4,2,4.2,1,81.2,23,4,1,4,7,Ven,0
4302,fix,13,24,3,1,15.6,1,74.8,20,7,2,1,16,Lun,0
4303,feature,332,17,10,3,4.4,0,34.2,24,8,1,3,13,Lun,0
4304,feature,80,44,4,1,21.4,1,76.0,6,4,1,3,2,Lun,0
4305,feature,64,25,3,2,10.0,1,84.0,10,2,2,5,11,Mer,0
4306,feature,92,104,4,2,5.8,1,49.7,41,12,1,2,13,Lun,0
4307,refactor,67,10,1,1,6.7,1,76.2,21,7,1,1,0,Gio,0
4308,fix,135,4,4,2,14.5,0,53.8,38,14,1,4,20,Mar,0
4309,refactor,838,10,15,4,13.3,0,53.7,46,13,2,9,17,Mar,0
4310,feature,47,9,2,2,11.8,0,45.7,47,10,1,3,10,Mar,1
4311,feature,544,4,9,2,16.9,0,67.3,39,15,1,5,15,Lun,1
4312,feature,484,133,10,2,8.5,1,66.5,30,9,1,1,15,Lun,0
4313,refactor,28,196,5,1,6.4,1,70.0,45,8,1,4,12,Gio,0
